domain,aplication,version,accounts,MAU,HYAU,posts
social.maxicarlos.de,akkoma,3.13.2,2,2,4,68
solitary.social,akkoma,3.13.2,2,1,2,523
social.ratliff.space,akkoma,3.9.3-0-g9d7c877,2,1,1,1
fedi.rubikoid.ru,akkoma,3.13.2,2,0,0,5
fedi.owo.justdied.com,akkoma,3.13.2-45-g3bb31117,2,1,1,8200
exploited.site,akkoma,6.13.3-124-g3b4fe1b3,2,3,9,187
bunny.family,akkoma,3.5.0-0-gd9508474b,2,null,null,72
trapped.genoq.org,akkoma,3.13.2,2,1,2,30
a.dissonant.dev,akkoma,3.13.2-0-g050bc74,2,2,3,92
social.alster.space,akkoma,3.13.2-0-g050bc74,2,2,2,4271
madr.it,akkoma,3.8.0,2,1,1,35
p.changeme.fr.eu.org,akkoma,3.13.2,2,1,1,195
nrg2.net,akkoma,3.5.0-0-gd9508474b,2,null,null,4
akko.faraday.quest,akkoma,3.13.2,2,3,3,141
social.lunasqu.ee,akkoma,3.13.2,2,1,1,263
deep13.social,akkoma,3.13.2-0-g050bc74,2,1,1,147
pl.fanyx.xyz,akkoma,3.9.3-heads-v3-9-3,2,1,1,541
akkoma.asdfzdfj.xyz,akkoma,3.13.2-614-g3ff0f46b-develop,2,1,1,21
akkoma.paranoiamachinery.com,akkoma,3.13.1,2,1,2,469
kriwil.net,akkoma,3.13.1-0-gc02e343,2,1,2,61
fedi.inclementaviary.uk,akkoma,3.13.2-0-g050bc74,2,1,1,503
sith.is,akkoma,3.13.2-0-g050bc74,2,1,1,1
hellcat.social,akkoma,3.13.2,2,2,5,19
ciql.net,akkoma,3.13.2-0-g050bc74,2,2,2,52
fedi.gebbl.net,akkoma,3.13.2,2,1,2,3
teto.zone,akkoma,3.13.2,2,2,2,452
sleepless.cafe,akkoma,3.13.2,2,1,1,168
soc.port0.org,akkoma,3.13.2-0-g050bc74,2,2,2,51
is.handsomewaifu.pink,akkoma,3.11.0-0-ga03f3a9,2,1,2,146
x.isalman.dev,akkoma,3.13.2,2,1,2,94
akkoma.newt.li,akkoma,3.10.4-1-gebfb617b,2,2,2,52
yusaao.com,akkoma,3.13.2,2,2,2,631
social.gerwitz.com,akkoma,3.10.4,2,0,1,999
fedi.imu.li,akkoma,3.13.2,2,1,2,371
social.exotic.sh,akkoma,3.13.2,2,0,0,3
akkoma.fawks.ie,akkoma,3.13.2,2,0,1,2
feed.ciql.net,akkoma,3.13.2-0-g050bc74,2,2,2,52
home.solitude.bar,akkoma,3.13.2-0-g050bc74,2,1,1,69
social.stellers.gay,akkoma,3.12.2-0-g26a91d5,2,1,2,18
social.subluminal.industries,akkoma,3.13.2,2,1,1,0
social.witch.gay,akkoma,3.13.2,2,2,2,37
activitypub.chariz.com,akkoma,3.4.0,2,null,null,22
witchy.one,akkoma,3.13.2-0-g050bc74,2,2,2,7
fediverso.jbox.com.br,akkoma,3.13.1,2,2,2,95955
pleroma.niuez.net,akkoma,3.9.3-28-g9d7c877d,2,2,2,230
akk.rakarake.xyz,akkoma,3.13.2,2,2,2,2
pouet.yazae.eu.org,akkoma,3.13.2,2,1,2,65
ap.nil.im,akkoma,3.13.2,2,2,2,1521
social.tenak.net,akkoma,3.13.2-0-g050bc74,2,1,2,283
thias.hellqui.st,akkoma,3.13.1-0-gc02e343,1,1,1,144
catgirl.farm,akkoma,3.13.2,1,1,5,703
fedi.ahfrom.synology.me,akkoma,3.13.2,1,1,1,3132
cuche.cc,akkoma,3.13.2-0-g050bc74,1,1,1,376
akkoma.trwnh.com,akkoma,3.13.2,1,1,2,0
social.foxdn.net,akkoma,3.13.2,1,1,1,102
dood.net,akkoma,3.13.1-0-gc02e343,1,1,1,3291
akkoma.scarlet.house,akkoma,3.13.1,1,1,1,94
social.arpakuut.io,akkoma,3.12.2,1,1,1,11
latex.monster,akkoma,3.13.2-0-g050bc74,1,1,1,36
ak2.suzu-ya.info,akkoma,3.13.2-0-g050bc74,1,1,1,4323
fedi.underscore.world,akkoma,3.13.2-uw1,1,1,1,77659
ncbt.space,akkoma,3.13.2,1,1,1,36
akitsune.dev,akkoma,3.13.2-0-g050bc74,1,1,1,7
nocturne.cx,akkoma,3.12.0,1,1,1,95
the.cat.broker,akkoma,3.13.2-0-g050bc74,1,1,1,194
toot.leif.pl,akkoma,3.13.2,1,1,3,170
ak.7shiro.com,akkoma,3.13.2-518-g8afc3bee-develop,1,1,1,4718
omglol.fun,akkoma,3.13.2-0-g050bc74,1,1,1,188
autumnsky.jp,akkoma,3.10.2,1,1,1,1070
pleroma.shakalaka.club,akkoma,3.13.2-0-g050bc74,1,1,1,9
social.dissidence.ovh,akkoma,3.11.0,1,1,1,171
taakka.fillari.xyz,akkoma,3.13.2-0-g050bc74,1,1,1,165
cozymech.com,akkoma,3.13.1,1,1,2,981
pleroma.glueoh.com,akkoma,3.13.2-0-g050bc74,1,1,1,22154
fedi.tasossah.com,akkoma,3.13.2,1,1,1,105
helix.cafe,akkoma,3.13.2-620-g3bb31117-develop,1,1,1,4
akkoma.jonoabroad.com,akkoma,3.10.4,1,1,1,893
fedi.neon.moe,akkoma,3.12.2,1,1,1,799
social.afontaine.dev,akkoma,3.12.2,1,1,1,26
astheriver.art,akkoma,3.13.2-0-g050bc74,1,1,1,53
pl22.telteltel.com,akkoma,3.6.0-0-g45a11aa-develop,1,null,null,91007
blackstar.cafe,akkoma,3.13.2-0-g050bc74,1,1,1,4345
evil.rodeo,akkoma,3.13.2-0-g050bc74,1,1,1,199
axbom.me,akkoma,3.8.0-0-gccae7ef,1,1,1,1412
social.tzimos.xyz,akkoma,3.13.2-0-g050bc74,1,1,1,39
sudo.cx,akkoma,3.7.1-0-gfef4bae,1,null,null,4
akk.de-lacom.be,akkoma,3.13.2,1,1,1,687
akkoma.till0196.com,akkoma,3.10.4,1,1,1,8
ublog.fedi.bbrks.me,akkoma,3.13.2,1,1,1,51
petri.dog,akkoma,3.13.2-0-g050bc74,1,1,1,9
fedi.xerz.one,akkoma,3.12.0-0-g11c305b,1,1,1,46087
manganiello.social,akkoma,3.13.2-0-g050bc74,1,1,1,478
akko.quad.moe,akkoma,3.13.2,1,1,1,2963
ak1.monolith-rave.xyz,akkoma,3.13.2,1,0,1,9
sns.internationalotaku.com,akkoma,3.10.4,1,1,1,181
fluffpri.de,akkoma,3.5.0-develop,1,null,null,972
social.andreva.cc,akkoma,3.13.1,1,1,1,2961
social.rutland.org.uk,akkoma,3.13.2,1,1,1,238
walkah.social,akkoma,3.13.2,1,1,1,53
don.tbully.me,akkoma,3.13.2-583-g5992e8bb-develop,1,1,1,5747
social.ccw.icu,akkoma,3.13.2,1,1,1,125
schafweide.xyz,akkoma,3.13.2-583-g5992e8bb-develop,1,1,1,178
a.n0id.space,akkoma,3.13.2-0-g050bc74,1,1,1,12238
akko.mornie.org,akkoma,3.13.2,1,1,1,764
social.code-feather.de,akkoma,3.13.2,1,1,1,23
social.seiichiro0185.org,akkoma,3.13.2-0-g050bc74,1,1,1,0
f.e4.pm,akkoma,3.9.3,1,1,1,49
social.tidusfox9.online,akkoma,3.13.2-0-g050bc74,1,1,1,326
social.brokenbydesign.org,akkoma,3.13.1,1,0,1,266
akko.airis.dev,akkoma,3.13.2,1,1,1,1792
ak.infernal.garden,akkoma,3.4.0-111-g6453297e-develop,1,null,null,314
fedi.yuka.dev,akkoma,3.10.4,1,1,1,1724
sparkgap.marsfreeradio.org,akkoma,3.10.4-0-g0af8e93,1,1,1,130
social.oriol.ie,akkoma,3.13.1-0-gc02e343,1,1,1,37
post.michae.lv,akkoma,3.5.0-14-gd9508474,1,null,null,0
social.s6jr.com,akkoma,3.12.2,1,1,1,346
sidraco.in,akkoma,3.13.2-0-g050bc74,1,1,1,384
harton.social,akkoma,3.13.2,1,1,1,82
fedi.srijan.dev,akkoma,3.13.2-614-g3ff0f46b-develop,1,1,1,103
thewired.wtf,akkoma,3.13.2-0-g72af38c-develop,1,1,1,215
ringed.space,akkoma,3.13.2-0-g050bc74,1,1,1,1220
social.unboiled.info,akkoma,3.13.2,1,1,1,511
toots.morepablo.com,akkoma,3.5.0-0-gd9508474b,1,null,null,488
primitivebits.social,akkoma,3.10.4-0-gebfb617,1,1,1,638
fd.s4if.dev,akkoma,3.13.2,1,1,1,944
fedi.jametek.com,akkoma,3.11.0-0-ga03f3a9,1,1,1,4335
toot.0upti.me,akkoma,3.13.2,1,1,1,3
pont-bl.eu.org,akkoma,3.13.2-0-g050bc74,1,1,1,306
akkoma.haru3.me,akkoma,3.13.2,1,1,1,586
tl.xn--7fw.xyz,akkoma,3.10.3-0-g368b22f-develop,1,1,1,560
fedi.kizaing.ca,akkoma,3.13.2-0-g050bc74,1,1,1,4
duckchat.me,akkoma,3.13.2,1,1,1,2
social.heathanderson.net,akkoma,3.5.0-0-gd9508474b,1,null,null,49
hypno.cafe,akkoma,3.9.3-28-g9d7c877d,1,1,1,100
fedi.rubedo.gay,akkoma,3.13.1,1,1,1,5083
aika.social,akkoma,3.13.1,1,1,1,78
56k.dile-up.nl,akkoma,3.13.1-319-gc02e3432,1,1,1,1074
p.nextgeimu.net,akkoma,3.12.0-0-g087d88f-develop,1,1,1,0
social.cowingtonpost.com,akkoma,3.13.2,1,1,1,7
hexcode.wychwit.ch,akkoma,3.5.0-14-gd9508474,1,null,null,8
fedi.yuugi.dev,akkoma,3.13.2,1,1,2,151
lyctor.space,akkoma,3.13.2-0-g050bc74,1,1,1,216
nsfw.lehtiin.eu,akkoma,3.10.4-4-gd4411842,1,1,1,31
social.qlyoung.net,akkoma,3.13.2,1,1,1,349
social.fricklers.org,akkoma,3.13.2,1,1,1,460
social.k-fx.de,akkoma,3.13.2-166-g050bc744,1,1,1,2
lothlorien.social,akkoma,3.13.2,1,1,1,1
akkoma.barkshark.xyz,akkoma,3.10.4-0-gebfb617,1,1,1,6
social.ally.cat,akkoma,3.13.2,1,0,1,11
scalies.cc,akkoma,3.9.3-0-g9d7c877,1,0,1,9
akkoma.marud.fr,akkoma,3.13.2-0-g050bc74,1,1,1,167
akkoma.owobots.com,akkoma,3.13.2,1,0,1,15
pooper.jakest.us,akkoma,3.6.0-0-g36cb19d,1,null,null,3
lazygeek.cafe,akkoma,3.13.2,1,1,1,88
strings.io,akkoma,3.13.1,1,1,1,70
social.unx.pw,akkoma,3.13.2,1,1,1,1904
ebin.eila.me,akkoma,3.11.0,1,1,1,21
social.tadzik.net,akkoma,3.12.0-0-gd71d523,1,1,1,1058
dancefight.club,akkoma,3.5.0-14-gd9508474,1,null,null,118
plrm.biboumail.fr,akkoma,3.13.2-0-g050bc74,1,2,2,83
birdsite.space,akkoma,3.13.1,1,1,1,101
mb.jenot.info,akkoma,3.13.2-620-g3bb31117-develop,1,1,1,527
pfedi.pfriedma.org,akkoma,3.13.2-0-g050bc74,1,1,1,104
gehenna.moe,akkoma,3.13.2-0-g050bc74,1,1,1,58
protocol7.bluemarch.art,akkoma,3.13.2,1,1,1,2
fed.kyerivas.net,akkoma,3.13.2,1,1,1,7
lab-01.arewesecureyet.org,akkoma,3.5.0-12-g63f2d1cb,1,null,null,2
akko.staging.e2net.social,akkoma,3.11.0-0-ga03f3a9,1,0,1,72
social.musgrovegreen.co.uk,akkoma,3.13.2,1,1,1,95
shrug.pro,akkoma,3.13.2,1,1,1,158
fluttershy.club,akkoma,3.10.4-0-gebfb617,1,0,0,2
social.trayd.xyz,akkoma,3.9.3-28-g9d7c877d,1,0,0,15
anti.social.sungo.cloud,akkoma,3.13.2,1,1,1,1733
as89.it,akkoma,3.10.4-0-gebfb617,1,1,1,51
social.canony.xyz,akkoma,3.13.2-0-g050bc74,1,1,1,709
ak.uwu.is,akkoma,3.13.2,1,1,1,303
kinryouku.tenshi.zip,akkoma,3.13.2,1,1,1,111
strangeanarchy.xyz,akkoma,3.9.3-0-g9d7c877,1,1,1,41
ak.yakumo.moe,akkoma,3.10.4-1-gebfb617b,1,0,0,0
akk.skelly.boo,akkoma,3.9.3-28-g9d7c877d,1,1,1,165
social.azcyouth.in,akkoma,3.10.4-1-gebfb617b,1,0,1,1
fedi.vale.rocks,akkoma,3.13.2,1,1,1,236
500plus.slavistapl.eu.org,akkoma,3.13.2-0-g050bc74,1,1,1,1314
toastedlord.sytes.net,akkoma,3.10.4-1-gebfb617b,1,1,1,978
fedi.tengu.space,akkoma,3.13.2-0-g050bc74,1,1,1,260
kein.chat,akkoma,3.13.2-0-g050bc74,1,1,1,71
buns.pet,akkoma,3.13.2,1,1,1,76
akkoma.cormont.cyou,akkoma,3.13.2,1,1,1,3
naked.dequbed.space,akkoma,3.10.4-1-gebfb617b,1,1,1,61
social.justelex.de,akkoma,3.8.0,1,1,1,555
net.megmer.net,akkoma,3.13.2,1,1,1,192
social.jpleite.eu,akkoma,3.10.2,1,1,1,11
fedi.infisoft.org,akkoma,3.13.2-0-g050bc74,1,1,1,72
social.issacdowling.com,akkoma,3.13.1,1,1,3,28
akko.isabelroses.com,akkoma,3.13.2,1,1,1,1889
catgirls.party,akkoma,3.13.1,1,1,1,65
fedi.drew.monster,akkoma,3.13.1,1,1,1,565
akkoma.andho.xyz,akkoma,3.10.4-0-gebfb617,1,1,1,34
nopm.xyz,akkoma,3.13.1,1,0,1,3
akkoma.jexams.me,akkoma,3.13.2-0-g050bc74,1,2,2,185
p.mrzm.io,akkoma,3.9.3,1,1,1,86
social.0badc0.de,akkoma,3.13.2-0-g050bc74,1,1,1,0
akkoma.flicke.red,akkoma,3.13.2,1,1,1,2
pleroma.enimihil.net,akkoma,3.11.0,1,1,1,41
fedi.quiescent.nexus,akkoma,3.10.4,1,1,1,2296
soc.rnrd.eu,akkoma,3.13.2,1,1,1,204
social.monoxide.network,akkoma,3.13.2,1,1,1,54
ue.oiaa.aaio.eu,akkoma,3.12.2,1,1,1,294
akko.femboyfinancial.jp,akkoma,3.13.2,1,1,1,17
pleroma.itinerariummentis.org,akkoma,3.13.2-0-g050bc74,1,1,2,0
fedi.mischivous.com,akkoma,3.13.2,1,1,1,116
akk.joelanders.net,akkoma,3.10.3-268-g3111181d-develop,1,0,1,10
akkoma.tungstenocean.xyz,akkoma,3.10.4-1-gebfb617b,1,1,1,2
fedi.yukari.in,akkoma,3.9.3,1,1,1,76
fediverse.randomfoo.net,akkoma,3.10.4-1-gebfb617b,1,1,1,315
feed.akitsune.dev,akkoma,3.13.2-0-g050bc74,1,1,1,7
social.horrid-creatu.re,akkoma,3.10.4-1-gebfb617b,1,0,1,3
social.lexiii.pink,akkoma,3.13.2-0-g050bc74,1,1,1,0
social.mynacol.xyz,akkoma,3.13.2,1,1,1,129
social.quent1.fr,akkoma,3.13.2-0-g050bc74,1,1,1,348
social.squeep.com,akkoma,3.5.0-0-g63f2d1cbe,1,null,null,3
akkoma.peem.in,akkoma,3.13.2-0-ga09dc5b,1,1,1,6
taidum.space,akkoma,3.13.2-0-g050bc74,1,1,1,11
akkoma.lilypadding.me,akkoma,3.8.0-0-gccae7ef,1,0,0,9
lilypadding.me,akkoma,3.8.0-0-gccae7ef,1,0,0,9
akkoma.realworldsunny.name,akkoma,3.13.2-620-g3bb31117-develop,1,1,1,549
astro.win,akkoma,3.13.2-620-g3bb31117-develop,1,1,1,21
catgirls.best,akkoma,3.13.2-0-g050bc74,1,1,1,9
social.kejadlen.dev,akkoma,3.13.2-0-g050bc74,1,1,1,1918
fedi.theepicblock.nl,akkoma,3.13.1,1,1,1,21
fediverse.omaramin.me,akkoma,3.13.2,1,1,1,840
social.danielmaxson.com,akkoma,3.9.3-28-g9d7c877d,1,1,1,2
relay.infosec.exchange,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
rel.re,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.pissdichal.de,aoderelay,v0.3.109-HEAD-1e05eb4f,1,1,1,0
relay.minecloud.ro,aoderelay,v0.3.113-HEAD-97567cf5,1,1,1,0
relay.101010.pl,aoderelay,v0.3.115,1,1,1,0
relay.tiggi.es,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.mycrowd.ca,aoderelay,v0.3.113-main-97567cf5,1,1,1,0
ap.interstellar.flights,aoderelay,v0.3.104-HEAD-746ddc61,1,1,1,0
relay.pointless.chat,aoderelay,v0.3.103-HEAD-ae3d19a7,1,1,1,0
relay.glauca.space,aoderelay,v0.3.78-HEAD-fafba692582a08240305f574fd87e8e9279aa598,1,1,1,0
open.relay.pfalz.social,aoderelay,v0.3.98-HEAD-731a8310,1,1,1,0
relay.kanoa.de,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
mastodon-relay.thedoodleproject.net,aoderelay,v0.3.115,1,1,1,0
relay.misskey.gg,aoderelay,v0.3.115,1,1,1,0
relay.universeodon.com,aoderelay,v0.3.104-main-a0f9827e,1,1,1,0
relay.berserker.town,aoderelay,v0.3.115-main-582f311a,1,1,1,0
relay.bolha.us,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.mstdn.ro,aoderelay,v0.3.85-HEAD-7a002295,1,1,1,0
relay.clar.ke,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.sigmundvoid.net,aoderelay,v0.3.77-HEAD-07b961c28f1686a061031ca5deb567e4eb9589ab,1,1,1,0
mastodon-relay.electroncash.de,aoderelay,v0.3.113-HEAD-97567cf5,1,1,1,0
relay.toot.community,aoderelay,v0.3.106-HEAD-603fcc6e,1,1,1,0
de.relay.pfalz.social,aoderelay,v0.3.98-HEAD-731a8310,1,1,1,0
relay.fedimins.net,aoderelay,v0.3.115,1,1,1,0
open.relay.social.techniverse.net,aoderelay,v0.3.102,1,1,1,0
relay.retronerd.at,aoderelay,v0.3.102,1,1,1,0
int.relay.pfalz.social,aoderelay,v0.3.98-HEAD-731a8310,1,1,1,0
relay.edist.ro,aoderelay,v0.3.115,1,1,1,0
relay.kitsu.life,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.dico.gg,aoderelay,v0.3.115-main-752067ff,1,1,1,0
relay.indulgent.art,aoderelay,v0.3.109-HEAD-1e05eb4f,1,1,1,0
relay.transgirl.cafe,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.asonix.dog,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.pogcha.mp,aoderelay,v0.3.82-HEAD-d644e837,1,1,1,0
relay.bolha.one,aoderelay,v0.3.106-interstellar-next-c099ae45,1,1,1,0
relay.ingeechat.party,aoderelay,v0.3.56-HEAD-d44db2eab509aeafc80acfd1a6be280ea21a8cef,1,1,1,0
fr.relay.xolus.net,aoderelay,v0.3.114-max-e53db365,1,1,1,0
relay.hackerspace.au,aoderelay,v0.3.52-HEAD-95f98ec052b0aa7e92a6d61c1c1aff51b14e21c7,1,1,1,0
relay.fuzaxx.de,aoderelay,v0.3.105-HEAD-8c811710,1,1,1,0
nyr.shark.community,aoderelay,v0.3.50-main-10777c32abd34520cc11d024bea8f9f8f94b6fde,1,1,1,0
relay.mstdn.in.th,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.babyfurs.social,aoderelay,v0.3.66-HEAD-89a9e20d4ad3474eacf1b66f2a5799f7c90876de,1,1,1,0
relay.fro.ge,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.sebastix.dev,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.openrealm.org,aoderelay,v0.3.78-HEAD-fafba692582a08240305f574fd87e8e9279aa598,1,1,1,0
relay.rollenspiel.monster,aoderelay,v0.3.115,1,1,1,0
relay.academiccloud.social,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
oceania.federate.cloud,aoderelay,v0.3.104,1,1,1,0
relay.opencoaster.net,aoderelay,v0.3.113-HEAD-97567cf5,1,1,1,0
activityrelay.michae.lv,aoderelay,v0.3.79,1,1,1,0
aode.seediqbale.xyz,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.woem.space,aoderelay,v0.3.82-HEAD-d644e837,1,1,1,0
relay.wubba.boo,aoderelay,v0.3.109-HEAD-1e05eb4f,1,1,1,0
relay.libori.social,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.chez.work,aoderelay,v0.3.98-HEAD-731a8310,1,1,1,0
relay.obeythesystem.com,aoderelay,v0.3.113,1,1,1,0
relay.lea.pet,aoderelay,v0.3.104,1,1,1,0
relay.gayfr.social,aoderelay,v0.3.115-main-752067ff,1,1,1,0
relay.fedi.cr,aoderelay,v0.3.104-HEAD-a0f9827e,1,1,1,0
relay.hooves.social,aoderelay,v0.3.113,1,1,1,0
nrelay.sakurajima.moe,aoderelay,v0.3.104-main-a0f9827e,1,1,1,0
ep.nsr.life,aoderelay,v0.3.104-HEAD-746ddc61,1,1,1,0
relay.layre.space,aoderelay,v0.3.104,1,1,1,0
relay.moe.onl,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.mstdn.buzz,aoderelay,v0.3.85,1,1,1,0
relay.awoo.pet,aoderelay,v0.3.111-HEAD-dd9225bb,1,1,1,0
relay.activitypub.mashi.ro,aoderelay,v0.3.104+musubi-moe.0.4,1,1,1,0
relay.unsocial.social,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
board.kryta.app,aoderelay,v0.3.109-HEAD-1e05eb4f,1,1,1,0
relay.burggit.moe,aoderelay,v0.3.108-HEAD-c8250acc,1,1,1,0
relay.sabross.xyz,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.fediservices.nz,aoderelay,v0.3.109,1,1,1,0
fedirelay.indiporn.net,aoderelay,v0.3.115-main-a23b30cc,1,1,1,0
weather-art-relay.fediverse.how,aoderelay,v0.3.115,1,1,1,0
relay.social.htoo.de,aoderelay,v0.3.106-HEAD-603fcc6e,1,1,1,0
relay.thetransagenda.gay,aoderelay,v0.3.114-HEAD-cda92e75,1,1,1,0
relay.catswords.net,aoderelay,v0.3.114-main-cda92e75,1,1,1,0
relay.disobey.net,aoderelay,v0.3.115-main-752067ff,1,1,1,0
relay.donte.com.br,aoderelay,v0.3.115-HEAD-752067ff,1,1,1,0
relay.wansaw.com,aoderelay,v0.1.220-main-321828e5,1,1,1,0
aoderelay.seediqbale.xyz,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay.buckeye.cafe,aoderelay,v0.3.115,1,1,1,0
relay.gay,aoderelay,v0.3.114-HEAD-cda92e75,1,1,1,0
relay.publicsquare.global,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
relay-br.girino.org,aoderelay,v0.3.115-HEAD-a23b30cc,1,1,1,0
fv.convergence.cx,apd,v0.16.0+git-1a66ea8,2,null,null,15
twitter-bridge.cryobyte.net,birdsitelive,1.0.0,1213,null,null,0
white.onesteprevolution.com,birdsitelive,1.0.0,173,null,null,0
white.fly.dev,birdsitelive,1.0.0,173,null,null,0
twitter.toot.as,birdsitelive,1.0.0,97,null,null,0
twitter.toots.ro,birdsitelive,1.0.0,90,null,null,0
bmu.beerinacan.com,birdsitelive,1.0.0,48,null,null,0
bridge.yopp.me,birdsitelive,1.0.0,20,null,null,0
xsync.pouet.pt,birdsitelive,1.0.0,7,null,null,0
bird.schafscheiss.com,birdsitelive,1.0.0,3,null,null,0
bookwyrm.social,bookwyrm, 0.7.4,18295,1440,4096,921794
bookrastinating.com,bookwyrm, 0.7.4,3353,152,370,118677
tomes.tchncs.de,bookwyrm, 0.7.3,1932,1001,1837,4073
books.theunseen.city,bookwyrm, 0.7.3,1038,99,208,89444
ramblingreaders.org,bookwyrm, 0.7.3,848,108,274,61569
paperjale.eus,bookwyrm, 0.6.3,639,53,169,7967
lore.livellosegreto.it,bookwyrm, 0.6.4,515,47,128,16495
bookwyrm.gatti.ninja,bookwyrm, 0.7.4,347,33,79,8867
wyrms.de,bookwyrm, 0.7.4,335,33,67,23289
Wyrms.de,bookwyrm, 0.7.4,335,34,67,23313
comelibros.club,bookwyrm, 0.7.3,303,39,90,12055
bookwyrm.it,bookwyrm, 0.7.1,281,25,161,2186
velhaestante.com.br,bookwyrm, 0.7.4,260,29,75,8092
bookwyrm.world,bookwyrm, 0.7.4,209,26,166,7259
BookWyrm.World,bookwyrm, 0.7.4,209,25,166,7266
book.dansmonorage.blue,bookwyrm, 0.5.3,182,7,15,7962
sfba.club,bookwyrm, 0.7.4,170,19,109,7812
books.infosec.exchange,bookwyrm, 0.7.3,166,21,53,6196
books.mxhdr.net,bookwyrm, 0.7.1,143,12,22,2367
libroj.org,bookwyrm, 0.6.6,124,11,22,1054
buecher.pnpde.social,bookwyrm, 0.7.4,120,17,40,3668
ziurkes.group.lt,bookwyrm, 0.7.4,120,3,7,1497
lectura.social,bookwyrm, 0.7.1,110,47,74,17471
bw.heraut.eu,bookwyrm, 0.7.4,105,34,70,3140
bookwyrm.tilde.zone,bookwyrm, 0.7.4,99,8,22,3365
kirja.casa,bookwyrm, 0.7.4,97,13,31,9571
grimoire.social,bookwyrm, 0.7.3,79,6,17,1746
bouquins.zbeul.fr,bookwyrm, 0.7.3,72,26,40,2629
plaerdemavida.cat,bookwyrm, 0.7.3,62,6,18,1714
books.solarpunk.moe,bookwyrm, 0.7.1,60,4,14,1933
outside.ofa.dog,bookwyrm, 0.6.3,60,16,28,5596
bolha.review,bookwyrm, 0.7.4,48,11,28,759
knowledgehub.social,bookwyrm, 0.6.4,38,4,5,106
books.babb.no,bookwyrm, 0.7.4,35,14,26,3864
bookwyrm.welhaba.mx,bookwyrm, 0.7.1,31,7,15,2173
orreadi.com,bookwyrm, 0.7.3,27,3,8,1932
wyrmsign.org,bookwyrm, 0.7.4,27,12,18,1817
bookwyrm.de,bookwyrm, 0.7.1,23,9,20,77
bookwyrm.cincodenada.com,bookwyrm, 0.6.2,22,1,3,1941
millefeuilles.cloud,bookwyrm, 0.6.6,21,6,8,2503
lire.boitam.eu,bookwyrm, 0.7.4,15,3,4,1540
reading.taks.garden,bookwyrm, 0.7.1,14,2,3,1752
boundcovers.com,bookwyrm, 0.7.3,10,5,5,4017
books.duck.cafe,bookwyrm, 0.7.4,10,2,9,101
supernormalreads.nl,bookwyrm, 0.7.1,9,2,4,748
bookwyrm.tardis.pw,bookwyrm, 0.7.3,8,1,1,1771
reads.netsphere.pub,bookwyrm, 0.7.4,7,2,2,93
books.raphus.social,bookwyrm, 0.6.6,7,0,0,21
b.skobk.in,bookwyrm, 0.7.1,7,2,3,281
books.ihatebeinga.live,bookwyrm, 0.7.3,7,2,5,304
linguistic.earth,bookwyrm, 0.7.4,7,0,1,763
books.bimbiribase.xyz,bookwyrm, 0.7.1,7,1,2,245
books.pfft.lol,bookwyrm, 0.7.3,6,0,1,183
book.snailhuddle.org,bookwyrm, 0.7.3,6,1,2,470
book.itinerariummentis.org,bookwyrm, 0.7.4,6,5,6,622
secretbearlibrary.org,bookwyrm, 0.6.6,5,0,1,340
books.regenpfeifer.net,bookwyrm, 0.7.3,5,0,0,9
wyrm.glauca.space,bookwyrm, 0.5.5,5,0,0,36
bw.fiat-tux.fr,bookwyrm, 0.7.4,5,1,1,235
books.superawesomecorp.space,bookwyrm, 0.7.4,5,3,3,381
pasabo.ca,bookwyrm, 0.7.1,5,2,2,569
books.rollnotice.com,bookwyrm, 0.6.6,5,1,1,57
read.oddte.ch,bookwyrm, 0.7.3,5,0,3,8
biblio.thekambattu.rocks,bookwyrm, 0.6.6,4,1,2,140
libros.rizoma1.ar,bookwyrm, 0.7.3,4,0,2,164
read.iridescent.nz,bookwyrm, 0.6.0,4,0,1,257
leselog.de,bookwyrm, 0.7.3,4,1,3,97
library.southfox.me,bookwyrm, 0.7.4,4,1,1,244
lepisma.novababilonia.me,bookwyrm, 0.7.1,4,0,3,12
