domain,application,version,users,MAU,HYAC,posts
ple.praze.net,pleroma,2.5.5,4,4,4,35
pleroma.robertoszek.xyz,pleroma,2.4.2,4,null,null,"1,364"
nth.io,pleroma,2.5.2-13-g2d193861,4,1,1,269
p.suorcd.us,pleroma,2.5.5,4,2,2,69
pleroma.memiks.fr,pleroma,2.5.2-13-g2d193861,4,1,1,80
el-spot.xyz,pleroma,2.5.50-180-ga9e3ff9a.merge-pleroma+soapbox,4,2,2,148
toot.gathernorust.net,pleroma,2.4.53-904-gbb63f72c-develop,4,2,3,11
emancipe.es,pleroma,2.5.5,4,0,4,13
snek.cafe,pleroma,2.6.0,4,1,2,3
pleroma.gnulinux.si,pleroma,2.5.5,4,1,3,33
pleroma.fordfairlaneonline.com,pleroma,2.4.3,4,null,null,15
0verti.me,pleroma,2.5.0,4,1,2,106
masto.destructatron.net,pleroma,2.5.2-13-g2d193861,4,3,3,885
social.biblioco.de,pleroma,2.6.0,4,1,1,193
status.sexyferret.science,pleroma,2.5.1,4,1,3,"6,695"
social.as59715.net,pleroma,2.5.54-2720-g9bec0223.develop+soapbox,4,0,1,561
pleroma.wheretogo.in.th,pleroma,2.4.4,4,null,null,4
blander.ddnsfree.com,pleroma,2.5.1,4,1,2,529
pajcevina.net,pleroma,2.5.51-2395-g6e34df89.develop+soapbox,4,2,2,0
pleroma.woodynet.net,pleroma,2.6.50-929-gd105219c.backend+bigbuffet,4,3,3,39
sagnette.ddns.net,pleroma,2.6.0,4,3,3,210
social.c1710.de,pleroma,2.5.1,4,1,4,"2,235"
deadreckoning.cc,pleroma,2.5.51-2395-g6e34df89.develop+soapbox,4,1,2,519
plrm.podcastalot.com,pleroma,2.5.5,4,2,4,"3,298"
bird.band,pleroma,2.5.51-316-gd9316c48.develop+soapbox,4,3,3,"2,296"
social.hinter.bayern,pleroma,2.5.54-640-gacbec640.develop+soapbox,4,1,2,6
yuga.surf,pleroma,2.6.0,4,2,4,221
pleroma.collectifdhun.ovh,pleroma,2.5.5,4,0,2,0
erginn.com,pleroma,2.5.4,4,2,4,104
p.vinchent.xyz,pleroma,2.6.0,4,3,4,"1,065"
retrogarde.de,pleroma,2.5.5,4,1,2,6
soapbox.minaduki.dev,pleroma,2.4.53-9-g75fee846.develop+soapbox,4,3,3,306
syfershock.com,pleroma,2.5.5,4,1,2,57
cave.tunstall.in,pleroma,2.5.2-1-g513bd12b,4,3,4,117
fedi.qrok.me,pleroma,2.5.5,4,4,4,2
shitposting.on.incorrigible.moe,pleroma,2.4.53-1991-g7a145177.develop+soapbox,4,0,1,20
pleroma.fedposters.club,pleroma,2.5.5,4,1,2,10
beausejour.social,pleroma,2.5.50-190-g4c0ab884.develop+soapbox,4,0,2,4
rb.2snc.eu,pleroma,2.4.53-4-g64945b3b.develop+soapbox,4,1,3,7
gathernorust.net,pleroma,2.4.53-904-gbb63f72c-develop,4,2,3,11
slick.stream,pleroma,2.5.2-13-g2d193861,4,1,4,4
xx.kunjk.top,pleroma,2.5.5,4,3,4,104
superhollowknight.sytes.net,pleroma,2.5.5,4,4,4,34
pleroma.sxpert.org,pleroma,2.6.0,4,4,4,"1,556"
gravure.club,pleroma,2.5.54-321-g17c336de-develop,3,2,2,"3,242"
pleroma.m68k.church,pleroma,2.5.2,3,2,3,"1,050"
ill.moe,pleroma,2.5.5-1110-gf966abe4,3,2,2,814
elefant.onetwoxu.de,pleroma,2.5.4,3,2,2,"1,542"
p.yuru.site,pleroma,2.5.2,3,1,3,50
breloma.m0xee.net,pleroma,2.5.5-3-g6284a23f,3,2,3,"2,349"
pleroma.pibvt.net,pleroma,2.5.54-412-ge3ea311c-develop,3,2,799,"2,024"
brockha.us,pleroma,2.6.50-2-g4c5b45ed-develop,3,1,3,"4,083"
social.cosnomi.com,pleroma,2.5.2,3,1,1,168
pleroma.fuba.dev,pleroma,2.5.2,3,2,3,"23,119"
fedi.datenkastl.de,pleroma,2.5.5,3,1,3,975
linfan.moe,pleroma,2.5.0,3,2,3,"4,120"
social.linuxine.net,pleroma,2.6.50-3-gbeabb27f-develop,3,2,2,490
social.danksquad.org,pleroma,2.5.5,3,1,2,"2,116"
tines.spork.org,pleroma,2.5.4,3,2,2,341
pl.uwu.is,pleroma,2.6.0,3,2,3,"1,297"
pl.gnu.moe,pleroma,2.6.50-2-g4c5b45ed-develop,3,1,1,"2,221"
sovran.me,pleroma,2.4.52-1748-g98ccf6cb.develop+soapbox,3,1,1,53
pleroma.p4g.club,pleroma,2.5.0,3,2,2,880
sos.nekoweb.my.id,pleroma,2.5.5,3,1,2,128
social.malacology.net,pleroma,2.6.0,3,1,1,94
blah.rako.space,pleroma,2.5.5,3,2,2,"1,413"
mastodon.sxpert.org,pleroma,2.6.0,3,3,3,"1,180"
idolheaven.org,pleroma,2.6.50-2-g4c5b45ed-develop,3,2,3,"8,979"
social.nancengka.com,pleroma,2.6.0,3,3,3,"2,495"
xn--p1abe3d.xn--80asehdb,pleroma,2.6.0,3,1,1,"11,455"
wzf.wtf,pleroma,2.5.5,3,0,0,0
mescl.in,pleroma,2.4.3,3,null,null,20
melonbread.dev,pleroma,2.5.5,3,2,2,"1,951"
pleroma.xyenon.bid,pleroma,2.6.0,3,2,2,"1,130"
rebased.io,pleroma,2.5.54-644-gd860a667.develop+soapbox,3,1,1,"1,784"
pl.r8z.us,pleroma,2.4.53-888-g3d1828f4-develop,3,1,1,487
fedi.treeoflifecomic.com,pleroma,2.5.54-594-gb094e92c.develop+soapbox,3,2,5,409
rally.guide,pleroma,2.5.54-594-gb094e92c.develop+soapbox,3,2,3,599
cd0.nl,pleroma,2.5.54-640-gacbec640.develop+soapbox,3,1,1,51
mrhands.horse,pleroma,2.5.1,3,2,3,"4,153"
social.sumeru.top,pleroma,2.5.0,3,1,2,"13,728"
social.bitbybitwhatever.com,pleroma,2.5.0,3,3,3,213
pleroma.labrat.space,pleroma,2.6.0,3,1,2,"1,037"
social.lasanha.org,pleroma,2.4.2,3,null,null,48
kon.tanukitsu.net,pleroma,2.3.0-1-gb221d77a,3,null,null,12
faerie.tel,pleroma,2.5.2-13-g2d193861,3,1,2,42
social.luizpicolo.com.br,pleroma,2.4.53+soapbox,3,2,2,"1,263"
fediverse.wesnoth.org,pleroma,2.5.5,3,1,1,"1,243"
pleroma.popolon.org,pleroma,2.5.5,3,1,1,"6,847"
happytoo.cyou,pleroma,2.5.5,3,3,3,"1,666"
sns.scwhost.org,pleroma,2.6.0,3,3,3,228
pleroma.microkod.xyz,pleroma,2.4.0-516-gdc63aaf8,3,null,null,31
alongtheray.social,pleroma,2.4.1,3,null,null,"1,387"
pleroma.lclsea.icu,pleroma,2.4.2,3,null,null,34
social.primeos.dev,pleroma,2.4.0-516-gdc63aaf8,3,null,null,389
toot.uoga.net,pleroma,2.5.4,3,1,2,181
saturno.com.ve,pleroma,2.5.5,3,2,2,123
pleroma.brzozow.xyz,pleroma,2.5.2-13-g2d193861,3,0,6,296
nx12.net,pleroma,1.1.50-2026-g0d24ab04-develop,3,null,null,28
ple.happytoo.cyou,pleroma,2.5.5,3,3,3,"1,666"
fv.xonia.es,pleroma,2.6.0,3,2,2,1
clvr.bfan.cc,pleroma,2.5.4,3,2,2,10
social.evilma.id,pleroma,2.5.1,3,0,1,884
whinge.house,pleroma,2.5.0,3,1,2,362
fedi.phun.club,pleroma,2.5.5,3,3,3,0
social.paladyn.org,pleroma,2.5.5+debian.1.1,3,1,1,88
ap.diegoveralli.net,pleroma,2.6.0,3,3,3,62
social.samizdatpixelpress.net,pleroma,2.5.51-2395-g6e34df89.develop+soapbox,3,2,2,20
pleroma.bigzu.cc,pleroma,2.6.0,3,1,2,46
pleroma.davidgtl.me,pleroma,2.4.5-2-gd8e32646,3,null,null,15
social.mojo.fyi,pleroma,2.5.52-262-g02629169,3,3,4,101
pleroma.ribes.ovh,pleroma,2.4.53-863-g9f708037,3,0,0,10
darkshade.social,pleroma,2.6.0,3,3,3,46
pleroma.otterly.space,pleroma,2.5.4,3,1,3,6
minitor.su,pleroma,2.5.5,3,2,2,8
social.itm.osaka,pleroma,2.5.54-2740-gd860a667.develop+soapbox,3,3,3,76
kfogel.org,pleroma,2.5.1,3,1,2,396
hub.pythia.cloud,pleroma,2.5.54-640-gacbec640.develop+soapbox,3,1,1,11
warband.cc,pleroma,2.5.5,3,1,3,45
fediverse.elbehnon.de,pleroma,2.5.0,3,1,1,11
social.victimcache.com,pleroma,2.5.0,3,2,2,188
village.feathertrail.fun,pleroma,2.5.5,3,2,2,38
dasgelobteland.art,pleroma,2.5.1,3,2,3,"1,257"
social.mattrnet.org,pleroma,2.5.5,3,2,3,2
thonkbox.rightmouse.click,pleroma,2.6.0,3,2,4,"1,649"
bruh.social,pleroma,2.5.54-114-g4e355b85-develop,3,1,3,38
lovingcounty.cafe,pleroma,2.5.2,3,3,3,236
pleroma.tcweb.org,pleroma,2.5.54-0-ga94cf2ad,3,3,3,372
palm.weboslives.eu,pleroma,2.6.0,3,3,3,41
pleroma.kwe-private.net,pleroma,2.5.1,3,1,4,8
social.dinoleaf.com,pleroma,2.5.2,3,3,3,165
p.sugar-free-jazz.com,pleroma,2.5.54-634-g374b0998.develop+soapbox,3,3,4,342
bigzu.cc,pleroma,2.6.0,3,1,2,46
fed.kirbo.xyz,pleroma,2.6.0,3,2,3,141
fightthis.net,pleroma,2.5.54-640-gacbec640.develop+soapbox,3,2,2,134
so.denk-nach-mcfly.de,pleroma,2.5.50-46-g19933a06-develop,3,1,2,183
social.smallint.net,pleroma,2.5.5,3,2,3,10
wave.kaosteam.net,pleroma,2.4.51-335-ga3094b64-develop,3,1,1,7
nyanide.alterracloud.com,pleroma,2.6.0,3,3,3,28
pleroma.delta0189.xyz,pleroma,2.5.5,3,2,4,1
soapbox.fedposters.club,pleroma,2.5.54-622-g9db714fe.develop+soapbox,3,1,1,2
pl.linkov.net,pleroma,1.1.7-release-1-1-8,3,null,null,2
soap.bosio.info,pleroma,2.5.54-624-g9bec0223.develop+soapbox,3,1,2,3
apontaeclica.com,pleroma,2.5.54-646-gd92eef29.develop+soapbox,3,3,3,0
pl.tkammer.de,pleroma,2.5.0,2,1,1,"6,836"
fediverse.giorgiocomai.eu,pleroma,2.5.5,2,1,2,375
thisis.mylegendary.quest,pleroma,2.5.4,2,2,3,"3,540"
nixeneko.info,pleroma,2.6.0,2,2,2,"40,842"
masto.dontexist.org,pleroma,2.5.54-603-g95261979.develop+soapbox,2,1,2,51
pl.kitsunemimi.club,pleroma,2.5.54-412-ge3ea311c-develop,2,1,2,"6,630"
social.here.blue,pleroma,2.1.50-854-g294628d9-develop,2,null,null,"6,459"
misinformation.wikileaks2.org,pleroma,2.6.50-15-ga51f3937-develop,2,1,2,"7,009"
roysbeer.place,pleroma,2.5.54-634-g374b0998.develop+soapbox,2,1,2,"5,130"
social.icod.de,pleroma,2.6.0,2,2,2,428
socially.drinkingatmy.computer,pleroma,2.6.0,2,1,2,"1,660"
soc.diarbagus.id,pleroma,2.5.4,2,1,1,6
atomicpoet.org,pleroma,2.5.0,2,2,2,"3,787"
amami.paradigm-x.tokyo,pleroma,2.5.54-622-g9db714fe.develop+soapbox,2,1,2,"1,397"
0.0n.ee,pleroma,2.5.54-596-gbf50f18e.develop+soapbox,2,2,2,55
pub.killrobot.com,pleroma,2.5.50-2286-g4c0ab884.develop+soapbox,2,1,2,396
social.shadowkat.net,pleroma,2.6.0,2,1,1,"40,573"
plrm.polyohm.net,pleroma,2.5.0,2,1,2,"1,691"
social.fbievan.live,pleroma,2.5.4,2,1,1,"1,051"
pleroma.tenjuu.net,pleroma,2.5.2,2,1,2,"2,871"
firmware.network,pleroma,2.5.5,2,4,6,7
soc.jascha.wtf,pleroma,2.5.2,2,2,2,682
ap.tukejonny.net,pleroma,2.5.2,2,1,2,147
pl.ebin.zone,pleroma,2.6.0,2,1,1,"12,281"
activitypub.agates.io,pleroma,2.5.51-297-g9310274c.develop+soapbox,2,1,2,822
social.konsolenknecht.de,pleroma,2.6.0,2,2,3,47
social.vitrubio.net,pleroma,2.5.5,2,2,2,43
social.wolfe.casa,pleroma,2.6.50-105-g752bc168-develop,2,1,1,585
abid.cc,pleroma,2.5.1,2,1,1,480
social.middleearth.fr,pleroma,2.6.0,2,2,2,"2,567"
social.tourmentine.com,pleroma,2.6.0,2,1,17,"4,747"
notnow.dev,pleroma,2.2.1,2,null,null,"2,562"
hereiszyn.com,pleroma,2.6.0,2,1,1,"2,489"
pleroma.g2887349.com,pleroma,2.5.5,2,1,2,992
neverwhere.social,pleroma,2.5.0,2,1,2,143
social.vrutkovs.eu,pleroma,2.6.0,2,1,1,559
tuusin.misono-ya.info,pleroma,2.1.2,2,null,null,"78,395"
ufm.lol,pleroma,2.5.1,2,2,2,"1,506"
hermit.cafe,pleroma,2.4.52-1753-g64efa18c.develop+soapbox,2,2,2,"9,282"
apeiron.aire.ml,pleroma,2.6.0,2,1,2,720
pleroma.potatoxel.org,pleroma,2.4.2,2,null,null,"2,339"
pleroma-in.ouda.space,pleroma,2.6.0,2,1,1,"10,418"
p.rhinoworks.info,pleroma,2.5.2,2,1,2,430
pleroma.kitsunemimi.club,pleroma,2.5.54-412-ge3ea311c-develop,2,1,2,"6,630"
fediverse-lite.com,pleroma,2.5.1,2,1,2,"6,324"
duwa.ng,pleroma,2.5.5,2,2,2,933
soziale.verwirrung.institute,pleroma,2.6.0,2,2,2,942
leadslinger.org,pleroma,2.5.0,2,1,1,"1,503"
social.hunterjozwiak.com,pleroma,2.6.50-105-g752bc168-develop,2,1,1,"1,527"
social.ceyal.me,pleroma,2.4.1,2,null,null,17
ful.social,pleroma,2.4.4,2,null,null,312
social.sanfranciscan.org,pleroma,2.5.51-2395-g6e34df89.develop+soapbox,2,2,2,"2,648"
february.social,pleroma,2.4.5-2-gd8e32646,2,null,null,53
1611.social,pleroma,2.5.54-640-gacbec640.develop+soapbox,2,1,11,"8,078"
social.theredcaps.net,pleroma,2.5.54-646-gd92eef29.develop+soapbox,2,2,2,611
inyan.tombies.eu,pleroma,2.5.4,2,2,2,"9,046"
glaros.xyz,pleroma,Pleroma 0.9.0 d93789dfde3c44c76a56732088a897ddddfe9716,2,null,null,"1,970"
pleroma.electronblueberry.xyz,pleroma,2.6.0,2,2,2,"3,548"
p.run-girls.run,pleroma,2.5.52-262-g02629169,2,1,2,420
tl1.yumenosora.net,pleroma,2.6.0,2,1,2,357
social.nauka.moe,pleroma,2.5.4,2,2,2,"1,233"
fluffytail.org,pleroma,2.6.0-291-g19802c21-fluffytail,2,2,4,550
pleroma.1of444.top,pleroma,2.5.5,2,1,1,95
squ.alid.pw,pleroma,2.5.4,2,1,1,"19,423"
some.eipystyilman.beer,pleroma,2.5.5,2,1,1,76
social.prado.it,pleroma,2.5.50-2286-g4c0ab884.develop+soapbox,2,1,1,79
grove.cyberdruids.club,pleroma,2.6.0,2,1,1,441
masto.amosamos.net,pleroma,2.5.5,2,1,1,408
pl.teleyal.blog,pleroma,2.6.50-116-gca1b18ba-develop,2,1,2,473
m.karoukin.us,pleroma,2.5.5,2,1,1,3
mb.jenot.info,pleroma,2.4.55-921-g20790c1d-develop,2,1,1,2
sakura-rage.net,pleroma,1.0.3-HEAD,2,null,null,"8,567"
cafe.diagonalley.club,pleroma,2.6.0,2,2,2,190
social.chilliet.eu,pleroma,2.5.4,2,1,1,600
battleangels.net,pleroma,2.5.1,2,1,1,118
social.fomin.site,pleroma,2.4.53-855-gda0ef154-develop,2,1,1,1
talk.halvbrax.se,pleroma,2.5.2-13-g2d193861,2,2,2,134
h55.social,pleroma,2.0.3-stable,2,null,null,3
social.firc.de,pleroma,2.5.5,2,1,2,51
pleroma.sparkburst.net,pleroma,2.5.2-13-g2d193861,2,1,2,67
pleroma.schuerz.at,pleroma,2.5.0,2,1,1,785
pleroma.chagratt.site,pleroma,2.6.0,2,2,2,506
m.biendeo.com,pleroma,2.5.54-644-gd860a667.develop+soapbox,2,1,1,245
thevillastraylight.com,pleroma,0.9.0,2,null,null,"57,452"
social.alyve.be,pleroma,2.5.4,2,1,2,"1,486"
fedispot.com,pleroma,2.4.1,2,null,null,94
pleroma.zabaglione.net,pleroma,2.5.4,2,1,2,31
p.node.pk,pleroma,2.6.50-2-g4c5b45ed-develop,2,2,2,890
pifke.social,pleroma,2.4.4,2,null,null,3
pl.apathy.tv,pleroma,2.5.5,2,0,2,12
social.burschel.com,pleroma,2.6.0,2,2,2,201
qauoc.mooo.com,pleroma,2.5.0,2,1,1,61
wordsmith.reverie.club,pleroma,2.5.4,2,1,1,20
pl.lain.ch,pleroma,2.5.3,2,2,2,"1,529"
social.fpsource.info,pleroma,2.5.2-13-g2d193861,2,1,1,357
pleroma.namelivia.com,pleroma,2.5.54-333-g1e685c83-develop,2,2,2,639
pleroma.chez-papy-daarky.ovh,pleroma,2.6.0,2,2,2,413
troeterei.de,pleroma,2.5.5,2,1,2,196
edm.haus,pleroma,2.5.5,2,1,1,38
mstdn.tharyrok.eu,pleroma,2.5.5,2,1,1,65
pleroma.kalterwinter.info,pleroma,2.4.4,2,null,null,444
dulfer.social,pleroma,2.5.52-296-ge3820716-develop,2,1,1,39
plero.antopie.org,pleroma,2.5.5,2,2,2,21
sy.nthia.dev,pleroma,2.5.2-13-g2d193861,2,2,2,"1,235"
social.thecrow.uk,pleroma,2.1.2,2,null,null,"1,293"
clamo.red,pleroma,2.0.1-develop,2,null,null,4
pl.glitch.pm,pleroma,2.6.50-2-g4c5b45ed-develop,2,2,2,"1,508"
social.nopro.be,pleroma,2.4.53-863-g9f708037,2,1,1,3
yunyun.moe,pleroma,2.5.4,2,1,1,9
nlogic.systems,pleroma,2.5.5,2,2,2,888
palinoia.xyz,pleroma,2.4.4,2,null,null,413
apub.abstract.properties,pleroma,2.5.5,2,1,2,117
social.jazzbutcher.com,pleroma,2.5.5,2,1,1,158
pleroma.someotherguy.xyz,pleroma,2.6.0,2,2,2,12
social.tavi.moe,pleroma,2.4.3,2,null,null,5
pleroma.bushi.moe,pleroma,2.5.52-296-ge3820716-develop,2,2,2,77
nocoolnametom.com,pleroma,2.5.0,2,1,1,48
pleroma.carbonnotes.zone,pleroma,2.5.5,2,1,1,8
social.bitsec.org,pleroma,2.5.52-235-g589301ce-develop,2,1,2,8
x0.dk,pleroma,2.5.0,2,1,2,95
pwet.what.tf,pleroma,2.6.0,2,1,1,208
foxylo.xyz,pleroma,2.5.5,2,1,2,146
allforall.network,pleroma,2.5.5,2,2,2,53
toot.orchid-cottage.uk,pleroma,2.5.5,2,2,2,14
ublog.byme.at,pleroma,2.6.0,2,1,1,206
pleroma.chtisurel.net,pleroma,2.5.5,2,1,2,416
soc.ultratumba.dynu.net,pleroma,2.6.0,2,1,1,31
x.liquichat.com,pleroma,2.5.54-603-g95261979.develop+soapbox,2,0,2,0
miteff.co,pleroma,2.4.4,2,null,null,3
smile.brandonage.xyz,pleroma,2.5.5,2,0,1,6
pleroma.s-a.at,pleroma,2.5.1,2,1,2,5
dima.wiso.uni-hamburg.de,pleroma,2.5.5,2,1,1,39
the.howl.moe,pleroma,2.5.2,2,2,2,302
legit.dog,pleroma,2.5.2-13-g2d193861,2,0,2,7
pleroma.tevps.net,pleroma,2.5.2-13-g2d193861,2,2,2,113
nebula.borj.org,pleroma,2.5.0,2,1,1,164
social.defenestrate.it,pleroma,2.5.0,2,1,2,69
social.gllmr.fr,pleroma,2.4.3,2,null,null,264
pleroma.staminaonline.com,pleroma,2.4.3,2,null,null,44
pleroma.mass-trespass.uk,pleroma,2.4.1,2,null,null,16
pleroma.bhamtech.net,pleroma,2.4.53-863-g9f708037,2,0,0,0
gabi.is,pleroma,2.5.2,2,1,1,61
utopie.peacefrogs.net,pleroma,2.4.4,2,null,null,40
nerd-gemein.de,pleroma,2.5.5,2,1,3,31
wolfy.club,pleroma,2.4.4,2,null,null,27
social.jumpartifact.com,pleroma,2.6.0,2,1,1,49
s.the-brannons.com,pleroma,2.5.4,2,2,2,420
social.sawpitgully.net,pleroma,2.5.5,2,2,2,36
pleroma.rbq.social,pleroma,2.5.0,2,2,2,102
social.ember.li,pleroma,2.5.5,2,2,2,0
sns.limelee.xyz,pleroma,2.5.1,2,0,2,801
formansbasement.club,pleroma,2.5.5,2,0,1,175
pouet.badprocess.me,pleroma,2.6.0,2,2,2,693
social.encryptomatic.com,pleroma,2.4.53-2092-g8a189859.develop+soapbox,2,1,1,69
social.rucksfuchs.de,pleroma,2.5.52-569-g12bba871.develop+soapbox,2,1,1,13
engineered.space,pleroma,2.5.4,2,2,2,"3,872"
social.hell0friend.de,pleroma,2.6.0,2,1,3,0
social.selbstlernserver.de,pleroma,2.4.4,2,null,null,282
pleroma.marchera-pas.fr,pleroma,2.6.0+debian.1,2,2,2,73
social.lunasqu.ee,pleroma,2.5.51-156-g5433742f-develop,2,1,2,244
magpie.depht.com,pleroma,2.5.2,2,0,2,4
pleroma.arielbecker.com,pleroma,2.6.0,2,2,3,88
fedi.sofita.noho.st,pleroma,2.5.5,2,1,1,51
rawr.sillydragon.ca,pleroma,2.5.52-262-g02629169,2,2,2,171
pleroma.alldnb.com,pleroma,2.5.5,2,2,2,"6,877"
social.tummyacid.net,pleroma,2.5.5,2,1,1,"2,153"
social.fogcloud.org,pleroma,2.5.1,2,2,2,11
pleroma.s1gm4.eu,pleroma,2.5.0,2,1,1,51
podkos.xyz,pleroma,2.5.5,2,2,11,6
sudovoodoo.ninja,pleroma,2.5.5,2,1,1,1
stix.top,pleroma,2.6.50-2-g4c5b45ed-develop,2,2,2,62
tw.azazel.fun,pleroma,2.5.51-2395-g6e34df89.develop+soapbox,2,1,2,7
sylfox.one,pleroma,2.4.2,2,null,null,720
social.hacknroad.com,pleroma,2.5.2-13-g2d193861,2,1,3,0
pi4b.ratfish-noodlefish.ts.net,pleroma,2.4.2,2,null,null,19
btrfly.social,pleroma,2.5.54-644-gd860a667.develop+soapbox,2,2,2,30
friends.undeadnetwork.de,pleroma,2.5.5,2,1,1,228
social.ewatchers.org,pleroma,2.5.1,2,1,2,358
cyber.scamdemic.party,pleroma,2.5.54-640-gacbec640.develop+soapbox,2,2,4,195
vostain.net,pleroma,2.5.1,2,1,2,855
social.secret.pub,pleroma,2.6.0,2,1,3,8
soc.endur4.com,pleroma,2.5.4,2,1,3,37
pleroma.sha1.nl,pleroma,2.5.2,2,0,2,0
social.srizan.dev,pleroma,2.4.2,2,null,null,16
fedi.azumanga.gay,pleroma,2.6.0,2,2,2,"3,019"
fedi.binarycounter.net,pleroma,2.5.52-569-g12bba871.develop+soapbox,2,1,2,15
impeccable.social,pleroma,2.5.50-192-g648773c0.develop+soapbox,2,1,2,513
social.mooneyed.de,pleroma,2.6.50-120-g4ebfc011-develop,2,2,2,525
social.epenguin.com,pleroma,2.5.54-2739-g43ee0327.develop+soapbox,2,1,1,62
the-pub.fifo-f.eu,pleroma,2.6.0,2,2,2,67
follow.agwa.name,pleroma,2.5.4,2,1,1,64
pleroma.cybertopia.xyz,pleroma,2.5.5,2,1,2,1
pleroma.irrealis.net,pleroma,2.5.2-makepkg,2,0,2,0
signal.dadalo.pl,pleroma,2.5.54-644-gd860a667.develop+soapbox,2,2,2,52
t2.fennet.rentals,pleroma,2.5.2-13-g2d193861,2,1,2,31
social.sabletopia.co.uk,pleroma,2.4.4,2,null,null,3
social.lebka.at,pleroma,2.5.4,2,1,1,2
pleroma.chestergould.ca,pleroma,2.5.5,2,2,2,14
pleroma.arutemilia.com,pleroma,2.5.2,2,1,3,35
pleroma.chroju.dev,pleroma,2.5.54-338-ga94cf2ad-develop,2,1,4,49
pleroma.n-kru.se,pleroma,2.4.4,2,null,null,0
therealium.xyz,pleroma,2.5.0,2,1,2,44
fede.lunerousse.eu,pleroma,2.4.4,2,null,null,1
light.pastwind.top,pleroma,2.5.54-640-gacbec640.develop+soapbox,2,2,2,2
social.xqz.ca,pleroma,2.1.0-4-gd1644efd-xqz-v2-1-0,2,null,null,261
pleroma.math.moe,pleroma,2.4.1,2,null,null,4
pleroma.servantweb.fr,pleroma,2.6.0,2,3,3,0
ak.yumeka.xyz,pleroma,2.5.4,2,0,1,9
social.rcelko.ch,pleroma,2.5.52-235-g589301ce-develop,2,2,2,95
status.nanoyagi.com,pleroma,2.6.0,2,0,1,0
fedi.openmtx.com,pleroma,2.5.52-2682-ga8f2000f.develop+soapbox,2,0,1,30
pleroma.aorinngo.top,pleroma,2.5.1,2,2,2,218
social.tarsis.me,pleroma,2.5.0,2,1,1,3
social.evansims.com,pleroma,2.4.53-1957-g4f61f19f.develop+soapbox,2,0,0,39
soapbox.vpx.moe,pleroma,2.4.53+soapbox,2,0,1,0
social.spkt.studio,pleroma,2.4.2,2,null,null,36
social.vasi.li,pleroma,2.5.2-7-g2f259166-release-2-5-2,2,0,1,49
m.undertone.org,pleroma,2.6.0,2,1,1,0
goth.social,pleroma,2.4.3,2,null,null,0
pleroma.hohbukuro.work,pleroma,2.5.1,2,1,1,"2,376"
social.nullsense.net,pleroma,2.0.3-stable,2,null,null,3
social.huyduong.com,pleroma,2.4.1,2,null,null,40
fediverse.christopherlopes.com,pleroma,2.5.1,2,1,1,99
nix.ac,pleroma,2.4.4,2,null,null,0
social.lnyan.com,pleroma,2.5.0,2,1,1,8
withbrains.com,pleroma,2.5.50-48-g8a0162cd-develop,2,2,2,"3,981"
social.technomancy.nexus,pleroma,2.5.5,2,0,2,1
pleroma.fedihost.website,pleroma,2.5.52-240-g4e26fbda-develop,2,0,2,0
social.notadroid.com,pleroma,2.5.2-13-g2d193861,2,0,2,0
hoots.aldragon.net,pleroma,2.5.4,2,1,4,"6,386"
social.mauldasch.de,pleroma,2.4.53-863-g9f708037,2,1,2,1
tmp20231105.kuroan.co,pleroma,2.6.0,2,2,2,497
osp.gay,pleroma,2.6.0,2,2,2,15
plero.loener.nl,pleroma,2.5.52-262-g02629169,2,2,2,25
beef-chicken-pork.beer,pleroma,2.5.5,1,1,1,45
social.gabekangas.com,pleroma,2.5.1,1,1,1,"1,819"
social.yoichihirai.com,pleroma,2.5.5,1,1,1,47
micro.alochana.net,pleroma,2.5.5,1,1,1,90
plrm.izaten.net,pleroma,2.6.0,1,1,1,752
pleroma.kousaka.co,pleroma,2.5.5,1,1,1,35
sts.lqt.moe,pleroma,2.6.0,1,1,1,"7,584"
sironi.tk,pleroma,2.6.0,1,1,1,"3,650"
social.mossrc.me,pleroma,2.6.0,1,1,1,263
gei.st,pleroma,2.6.0,1,1,1,473
retr0.id,pleroma,2.5.0,1,1,1,"2,395"
pl.waku.dev,pleroma,2.6.0,1,1,1,"1,001"
pleroma.unigiri.net,pleroma,2.4.4,1,null,null,640
plrm.capslock.dev,pleroma,2.5.5,1,1,1,"1,181"
social.lambda.ski,pleroma,2.4.53-912-g7f0b3161-develop,1,1,1,"2,037"
djsumdog.com,pleroma,2.5.5,1,1,1,"23,402"
probablyfreespeech.com,pleroma,2.2.2-22-g7d5db5e0,1,null,null,694
is-he.re,pleroma,2.5.0,1,1,1,"1,299"
pl.valkyrie.world,pleroma,2.6.0,1,1,2,"20,761"
memelords.zone,pleroma,2.6.0,1,1,1,267
pleroma.salastil.com,pleroma,2.5.54-640-gacbec640.develop+soapbox,1,1,1,"45,509"
iee.engineer,pleroma,2.6.0,1,1,1,"3,255"
social.spacebear.ee,pleroma,2.5.0,1,1,1,221
pleroma.amefur.asia,pleroma,2.5.2-v2-5-2-workbench,1,1,1,"7,489"
fed.xnor.in,pleroma,2.5.1,1,1,1,220
social.immibis.com,pleroma,2.5.5,1,1,1,"2,372"
plrm.ddns.net,pleroma,2.5.52-254-g48e490cd,1,1,1,181
pl.autumnsky.jp,pleroma,2.5.52-235-g589301ce,1,1,1,602
