domain,apli,version,users,am,ahy,posts ,
misskey.dobu.page,misskey,13.14.2,4 ,null,null,370 ,
tardis.team,mastodon,4.2.0+glitch,5 ,5 ,5 ,1313 ,
assortedflotsam.com,mastodon,4.2.0,57 ,10 ,33 ,276948 ,
cztwitter.cz,mastodon,4.0.6,771 ,250 ,487 ,52475 ,
mastinsaan.in,mastodon,4.2.0,8 ,5 ,7 ,3160 ,
unnerv.jp,mastodon,3.4.6,234 ,235 ,235 ,1292818 ,
officiell-info.se,mastodon,4.2.0,34 ,26 ,37 ,7523 ,
msky.7shiro.com,misskey,2023.9.3,3 ,null,null,154 ,
ridixy.com,meisskey,10.102.670-m544,3 ,1 ,1 ,25015 ,
mastodon.iftas.org,mastodon,4.2.0,3 ,3 ,3 ,182 ,
social.camph.net,misskey,13.14.2,64 ,null,null,3297 ,
chunchun.world,misskey,2023.9.0,93 ,null,null,28409 ,
sakurajima.moe,mastodon,4.2.0+glitch,609 ,211 ,734 ,53360 ,
snug.moe,firefish,1.0.3,554 ,117 ,241 ,199416 ,
transfem.social,sharkey,2023.9.1.beta3,161 ,null,null,13521 ,
persia.social,mastodon,4.2.0,13 ,4 ,27 ,38 ,
edi.social,mastodon,4.1.9,19 ,10 ,11 ,1713 ,
mi.sunset0916.net,misskey,13.14.2,17 ,null,null,17963 ,
furries.club,mastodon,4.1.5+orcas2,869 ,342 ,685 ,36777 ,
social.hardcover.app,mastodon,4.2.0,4 ,1 ,2 ,36 ,
wstrsd.masto.host,mastodon,4.2.0,2 ,2 ,2 ,8138 ,
bzh.social,mastodon,4.1.9,116 ,47 ,105 ,3542 ,
outerheaven.club,akkoma,3.10.3-0-g43c5fd5,769 ,108 ,237 ,424681 ,
void.rehab,firefish,1.0.4-beta31.inpatient4,33 ,26 ,31 ,38795 ,
pinnipedia.fedicity.net,mastodon,4.2.0,1 ,1 ,1 ,1046 ,
law-and-politics.online,mastodon,4.1.4,2 ,2 ,2 ,1164 ,
podcastindex.social,mastodon,4.2.0,1329 ,206 ,322 ,118134 ,
better.boston,mastodon,4.1.4+glitch,628 ,233 ,344 ,79411 ,
kasei.ski,misskey,2023.9.3-kaseiski,127 ,null,null,14058 ,
pocketpixels.club,mastodon,4.2.0,35 ,15 ,24 ,1306 ,
idolheaven.org,pleroma,2.5.54-321-g17c336de-develop,3 ,2 ,3 ,8818 ,
universe.cx,mastodon,4.2.0,5 ,2 ,6 ,5 ,
sharpletters.net,mastodon,4.2.0,1 ,1 ,1 ,752 ,
fennec.town,akkoma,3.10.4-0-gebfb617,2 ,1 ,2 ,161 ,
mastodon.medica.im,mastodon,4.1.6,91 ,28 ,52 ,2359 ,
voskey.icalo.net,misskey,13.14.2,2894 ,null,null,2039339 ,
lea.pet,firefish,1.0.3,90 ,48 ,81 ,16171 ,
social.zdx.fr,mastodon,4.2.0,34 ,19 ,29 ,25152 ,
cozymech.com,akkoma,3.9.3-28-g9d7c877d,1 ,1 ,1 ,237 ,
mtdn.anyqn.com,mastodon,3.5.3,6 ,1 ,19 ,6650 ,
mastodon-uk.net,mastodon,4.2.0,457 ,156 ,482 ,63108 ,
swiss.social,mastodon,4.2.0,2025 ,826 ,1318 ,138772 ,
social.domov.de,mastodon,4.2.0,3 ,2 ,3 ,158 ,
couch.beerriot.com,akkoma,3.10.4-1-ga4c15863-no-fetch-with-local-limit-3-10-4,3 ,2 ,3 ,180 ,
xreality.social,mastodon,4.2.0,54 ,41 ,71 ,241 ,
fedi.rusadam.hu,firefish,1.0.3,2 ,1 ,1 ,1115 ,
don.nemuimon.jp,mastodon,4.2.0,1 ,1 ,1 ,242 ,
logoff.website,mastodon,4.2.0,4 ,4 ,4 ,2395 ,
ykzts.technology,mastodon,4.3.0-nightly.2023-10-04,1 ,1 ,1 ,1416 ,
neko.ci,misskey,2023.9.0.mf.4,484 ,null,null,22398 ,
v2.nyoki.club,mastodon,4.2.0,20 ,14 ,14 ,200901 ,
futurist.info,mastodon,4.2.0,2 ,2 ,2 ,3392 ,
gaygeek.social,mastodon,4.2.0,606 ,247 ,275 ,38817 ,
mastodon.uy,mastodon,4.2.0,1352 ,299 ,689 ,108706 ,
hessen.social,mastodon,4.1.9,9834 ,2694 ,4892 ,371554 ,
bbbdn.jp,mastodon,3.4.10,30 ,24 ,26 ,231132 ,
aus.social,mastodon,4.2.0,24863 ,4253 ,8115 ,1845729 ,
pertsch.social,mastodon,4.2.0,1 ,1 ,1 ,480 ,
misskey.niri.la,misskey,2023.9.3-kinel.2,2275 ,null,null,441268 ,
myamisskey.ddo.jp,misskey,13.14.1,15 ,null,null,351 ,
movsw.0x0.st,foundkey,13.0.0-preview6,3 ,1 ,1 ,25134 ,
mastodon.world,mastodon,4.2.0,178101 ,24818 ,74305 ,4076526 ,
nafo.army,mastodon,4.2.0,51 ,23 ,49 ,2401 ,
nicomedkey.cc,misskey,13.14.2-nmk1.1.2,169 ,null,null,54205 ,
dawdling.net,mastodon,4.2.0,1 ,1 ,1 ,6249 ,
tokoyo.social,misskey,13.13.2,6 ,null,null,19 ,
mk.shrimpia.network,misskey,2023.9.3,1347 ,null,null,802746 ,
tribe.net,mastodon,4.2.0,1626 ,285 ,1109 ,10514 ,
misskey.noellabo.jp,misskey,2023.9.3,2958 ,null,null,777563 ,
3rdstone.cc,mastodon,4.2.0,1 ,1 ,1 ,2502 ,
breakpoint.cafe,mastodon,4.2.0,7 ,5 ,6 ,2336 ,
misskey.yukineko.me,misskey,2023.9.3-kakurega.1.19.3,6010 ,null,null,1109188 ,
eightpoint.app,mastodon,4.1.3+glitch,773 ,178 ,377 ,212780 ,
m.komefura.com,misskey,13.14.2,214 ,null,null,789 ,
russiaukraine.world,mastodon,4.2.0,48 ,7 ,22 ,1393 ,
misskey.inaba.dev,misskey,13.10.3,19 ,null,null,509 ,
submarin.online,misskey,12.119.2-taiyme-v1.2.0,6085 ,1326 ,4343 ,1522746 ,
social.xcetera.biz,mastodon,4.1.6,3 ,3 ,5 ,2604 ,
jorts.horse,mastodon,3.3.0,1150 ,323 ,573 ,866216 ,
calckey.jp,firefish,1.1.0-dev0,437 ,167 ,375 ,77787 ,
union.place,mastodon,4.2.0,5685 ,623 ,1421 ,218018 ,
linuxrocks.online,mastodon,4.1.4,4211 ,344 ,471 ,219803 ,
mastodon.highteq.net,mastodon,4.2.0,3 ,3 ,3 ,188 ,
miruku.cafe,foundkey,13.0.0-preview5,2012 ,274 ,1406 ,189401 ,
sushi.ski,misskey,13.14.2,16621 ,null,null,3246702 ,
cal.vino.blue,firefish,1.0.5-dev17,12 ,4 ,10 ,27426 ,
vtdon.com,mastodon,4.1.4,1047 ,312 ,881 ,100455 ,
todon.eu,mastodon,4.2.0,4210 ,678 ,1168 ,465871 ,
misskey.life,misskey,2023.9.1,846 ,null,null,92182 ,
vocalodon.net,mastodon,3.3.2,6943 ,477 ,1364 ,4637115 ,
social.diluvian.cc,firefish,1.0.4-beta31,5 ,3 ,3 ,78 ,
pokemon.mastportal.info,mastodon,4.2.0,1405 ,420 ,509 ,2732713 ,
dogno.se,mastodon,4.1.4+glitch,21 ,12 ,17 ,981 ,
mastodon.publicinterest.town,hometown,4.0.6+hometown-1.1.1,49 ,27 ,43 ,13164 ,
mstdn.social,mastodon,4.2.0,213933 ,29270 ,74831 ,13321605 ,
microblog.social,firefish,1.0.3,15 ,6 ,8 ,13064 ,
ravenation.club,mastodon,4.2.0,25581 ,1981 ,7191 ,393275 ,
mograph.social,mastodon,4.2.0,1233 ,195 ,441 ,30803 ,
procolix.social,mastodon,4.1.9,9 ,3 ,4 ,2015 ,
allpeep.social,mastodon,4.1.4,17 ,8 ,18 ,190 ,
misskey.sk85.org,misskey,13.14.2,3 ,null,null,291 ,
klog.tw,mastodon,4.2.0,106 ,65 ,113 ,13753 ,
norden.social,mastodon,4.2.0,12940 ,4762 ,7354 ,1660298 ,
akko.airis.dev,akkoma,3.10.4,1 ,1 ,1 ,1039 ,
buicha.social,misskey,2023.9.3,2590 ,null,null,247081 ,
c.im,mastodon,4.1.9,64564 ,5758 ,15457 ,1849918 ,
mas.to,mastodon,4.2.0,166287 ,21852 ,52501 ,5883654 ,
my-sky.blue,misskey,2023.9.3,11 ,null,null,2965 ,
bolha.us,mastodon,4.2.0,1700 ,335 ,1052 ,50435 ,
twit.social,mastodon,4.2.0,8142 ,2590 ,4650 ,291161 ,
the-gathering.space,mastodon,4.2.0,2 ,2 ,3 ,2977 ,
wandering.shop,mastodon,4.2.0,3694 ,1368 ,2023 ,1564107 ,
misskey.design,misskey,2023.9.3-md.3,31968 ,null,null,3020548 ,
tweesecake.social,hometown,4.0.10+hometown-1.1.1,362 ,234 ,326 ,150223 ,
twiukraine.com,mastodon,4.2.0,2014 ,382 ,1027 ,94719 ,
augsburg.social,mastodon,4.2.0,381 ,127 ,209 ,27006 ,
misskey.day,misskey,2023.9.3,278 ,null,null,30407 ,
rss-mstdn.studiofreesia.com,mastodon,4.2.0,366 ,362 ,370 ,129857 ,
mstdn.in.th,mastodon,4.2.0,1351 ,414 ,1420 ,65864 ,
mastodontech.de,mastodon,4.2.0,16528 ,3423 ,6580 ,318852 ,
z.kvche.ch,misskey,12.119.2-kkcakey,2 ,1 ,1 ,11500 ,
honi.stesan.dev,misskey,13.14.2-steskey-v25,8 ,null,null,109893 ,
toot.blue,mastodon,4.1.9,719 ,401 ,647 ,366211 ,
social.4f9e1738.ignorelist.com,mastodon,4.2.0,2 ,2 ,2 ,369 ,
relate.social,mastodon,4.0.11,3 ,2 ,2 ,35 ,
babka.social,mastodon,4.2.0-rc2+babka,718 ,203 ,421 ,111178 ,
bahn.social,mastodon,4.2.0,261 ,134 ,307 ,47850 ,
geraffel.social,mastodon,4.1.6,37 ,20 ,24 ,1965 ,
creativewriting.social,mastodon,4.1.4,270 ,96 ,180 ,18484 ,
social.andreva.cc,akkoma,3.10.3,1 ,1 ,1 ,879 ,
social.spejset.org,mastodon,4.2.0,149 ,89 ,130 ,26234 ,
ostfrie.se,akkoma,3.10.2-0-gba1ed37,3 ,2 ,2 ,572 ,
gametoots.de,mastodon,4.2.0,1779 ,149 ,455 ,6982 ,
mastodon.thentrythis.org,mastodon,4.2.0,5 ,2 ,4 ,175 ,
mastodon.transneptune.net,mastodon,4.2.0,16 ,5 ,7 ,7306 ,
musicians.today,mastodon,4.1.9,462 ,174 ,297 ,39219 ,
awscommunity.social,mastodon,4.2.0,11032 ,704 ,2231 ,189388 ,
cutie.city,mastodon,4.1.3+glitch+cutiecity,78 ,67 ,86 ,73974 ,
social.opendium.com,mastodon,4.2.0,1 ,1 ,1 ,15 ,
social.retroedge.tech,pleroma,2.5.5,3 ,2 ,2 ,472 ,
social.wildeboer.net,mastodon,4.2.0,1 ,1 ,1 ,4113 ,
social.rucksfuchs.de,pleroma,2.5.52-569-g12bba871.develop+soapbox,2 ,1 ,1 ,13 ,
mycircle.events,misskey,13.14.2,146 ,null,null,827 ,
mstdn.kemono-friends.info,mastodon,4.1.9,2081 ,196 ,313 ,9035304 ,
satanodon.com,mastodon,4.2.0,74 ,15 ,15 ,3578 ,
deacon.social,mastodon,4.1.6,421 ,85 ,213 ,33481 ,
potate.space,mastodon,4.2.0,53 ,21 ,33 ,24239 ,
toot.teckids.org,mastodon,4.1.6,17 ,12 ,17 ,918 ,
mstdn.hokkaido.jp,mastodon,4.1.0,102 ,34 ,65 ,41988 ,
thefolklore.cafe,mastodon,4.1.2,27 ,16 ,24 ,17180 ,
don.dondododon.com,mastodon,4.2.0,6 ,3 ,6 ,93 ,
einestages.friediversum.de,mastodon,4.2.0,2 ,2 ,2 ,1986 ,
cuche.cc,akkoma,3.10.4-0-g0af8e93,1 ,1 ,3 ,169 ,
saturation.social,hometown,4.0.10+hometown-1.1.1,86 ,28 ,38 ,18296 ,
jitakurack.chotto.moe,mastodon,4.2.0-rc2,56 ,8 ,10 ,1751 ,
mstdn.nostalgia-tns.net,mastodon,4.1.7,4 ,4 ,4 ,939 ,
misskey.otsumami.bar,misskey,13.14.2,4 ,null,null,460 ,
coales.co,hometown,4.0.10+hometown-1.1.1,36 ,9 ,12 ,17134 ,
stellaria.network,mastodon,4.2.0,11 ,3 ,4 ,379199 ,
jawns.club,mastodon,4.2.0,949 ,236 ,396 ,86368 ,
kiloduck.com,mastodon,4.0.2,7 ,2 ,3 ,286 ,
mfmf.club,misskey,2023.9.3-kakurega.1.19.3,408 ,null,null,37141 ,
m.universetoday.com,mastodon,4.1.4,9 ,4 ,11 ,1350 ,
thecanadian.social,mastodon,4.1.9,1052 ,263 ,652 ,147914 ,
cosmisskey.cc,misskey,13.14.2,190 ,null,null,6809 ,
social.1up.ninja,mastodon,4.1.2,5 ,2 ,3 ,133866 ,
wanderingdj.hostdon.ne.jp,mastodon,4.2.0,1 ,1 ,1 ,6323 ,
skeptics.social,mastodon,4.1.9,44 ,18 ,26 ,11346 ,
is.badat.dev,akkoma,3.10.4,18 ,4 ,10 ,36512 ,
misskey.ikalga.net,misskey,13.14.2,3 ,null,null,837 ,
mystickynotes.com,mastodon,4.1.4,3 ,1 ,1 ,76 ,
den6262.net,misskey,13.14.2,2 ,null,null,131 ,
nwsl.club,mastodon,4.1.9,22 ,18 ,24 ,3005 ,
s.nomya.net,mastodon,4.1.6,1 ,1 ,1 ,4116 ,
mede.family,misskey,2023.9.1,8 ,null,null,914 ,
social.mango.vg,mastodon,4.2.0,1 ,1 ,2 ,198 ,
fog.highspirits.games,mastodon,4.1.4,4 ,3 ,3 ,1959 ,
ai.wiki,mastodon,4.1.9,4084 ,633 ,3043 ,33623 ,
hoshipaso.net,firefish,1.0.3,5 ,3 ,3 ,6624 ,
mk.double-oxygen.net,misskey,2023.9.1,2 ,null,null,47 ,
wetdry.world,mastodon,4.2.0+chuckya,1931 ,752 ,1125 ,262487 ,
tanoshii.site,misskey,2023.9.3,30 ,null,null,33057 ,
yellowmustard.club,mastodon,4.2.0,133 ,36 ,72 ,5976 ,
spacehost.team,mastodon,4.2.0,6 ,6 ,6 ,23 ,
fedimon.uk,mastodon,4.2.0,6 ,3 ,3 ,7921 ,
gorone.xyz,mastodon,4.2.0,87 ,38 ,56 ,419665 ,
queer.cool,mastodon,4.2.0,9 ,9 ,9 ,1999 ,
surfin.dog,mastodon,4.2.0+glitch,1 ,1 ,1 ,76179 ,
sakh.social,mastodon,4.1.5,16 ,11 ,17 ,1699 ,
saltedskies.social,mastodon,4.2.0,2 ,1 ,2 ,6 ,
wxcloud.social,mastodon,4.2.0,51 ,13 ,13 ,42124 ,
social.opendesktop.org,mastodon,4.2.0,1387 ,41 ,203 ,3785 ,
shibuya.top,misskey,2023.9.2,4 ,null,null,12 ,
mymastadon.link,mastodon,4.2.0,1 ,1 ,1 ,403 ,
m.teela.jp,mastodon,4.1.8,6 ,3 ,3 ,117 ,
sofla.cafe,mastodon,4.1.0rc3+glitch+th,11 ,3 ,6 ,441 ,
my-create.art,mastodon,4.2.0,7 ,3 ,7 ,3301 ,
studyabroad.social,mastodon,4.0.2,3 ,0 ,0 ,4 ,
msky.mkakh.com,misskey,13.14.2,5 ,null,null,447 ,
gingadon.com,mastodon,4.1.1,458 ,45 ,76 ,540301 ,
eigenmagic.net,mastodon,4.1.9,164 ,63 ,86 ,63089 ,
life.starly.blue,akkoma,3.10.3-0-g43c5fd5,6 ,5 ,6 ,564 ,
misskeytsf.love,misskey,13.13.2,199 ,null,null,2646 ,
retro.social,mastodon,4.1.3,60 ,17 ,24 ,267357 ,
pleroma.soykaf.com,pleroma,2.5.4,448 ,18 ,36 ,279448 ,
jmm.kr,mastodon,4.2.0,34 ,10 ,40 ,5646 ,
derpy.masto.host,mastodon,4.2.0,2 ,2 ,2 ,75 ,
linguisten.info,mastodon,4.0.0rc2,7 ,3 ,4 ,791 ,
mikrotik.social,mastodon,4.1.9,6 ,5 ,6 ,1850 ,
mastodon.petripulkkinen.social,mastodon,4.2.0,1 ,1 ,1 ,47 ,
toot.me.uk,mastodon,4.1.8,6 ,4 ,5 ,8661 ,
gamepad.club,mastodon,4.2.0,169 ,109 ,171 ,56251 ,
mtg.garden,mastodon,4.2.0-stable+ff3,22 ,14 ,24 ,1832 ,
social.bund.de,mastodon,4.1.7,137 ,101 ,113 ,27286 ,
social.data.coop,mastodon,4.2.0,35 ,24 ,31 ,11677 ,
nya.one,misskey,2023.9.3,2552 ,null,null,115211 ,
kind.social,mastodon,4.2.0,3330 ,1900 ,3268 ,211062 ,
jaxbeach.social,mastodon,4.2.0,702 ,12 ,198 ,511 ,
fediverse.rm-rf.club,akkoma,3.8.0,1 ,1 ,1 ,4 ,
msky.syaku.me,firefish,1.0.4-beta,4 ,1 ,2 ,165 ,
old.mermaid.town,hometown,4.0.10+hometown-1.1.1,21 ,11 ,18 ,13599 ,
kagamisskey.com,misskey,13.14.2,3 ,null,null,67850 ,
mk.xiupos.net,misskey,2023.9.3-poskey-e2ddeea,7 ,null,null,51349 ,
eliitin-some.fi,mastodon,4.2.0,89 ,63 ,79 ,126491 ,
blueand.red,mastodon,4.2.0,1 ,1 ,1 ,95 ,
yankee.social,mastodon,4.2.0,2 ,1 ,1 ,1300 ,
mastodon.cloud,mastodon,4.1.3,273731 ,9195 ,34947 ,5373856 ,
freeatlantis.com,mastodon,4.2.0,3718 ,289 ,579 ,1803181 ,
hci.social,mastodon,4.2.0,2416 ,692 ,1254 ,88591 ,
iqhina.org,misskey,2023.9.3,91 ,null,null,58075 ,
cityofchicago.live,mastodon,4.2.0,196 ,50 ,94 ,14907 ,
icosahedron.website,mastodon,4.2.0,877 ,150 ,195 ,448027 ,
josephgruber.space,mastodon,4.2.0,2 ,2 ,2 ,306 ,
side.misskey.productions,misskey,13.14.2,2556 ,null,null,1592375 ,
social.unboiled.info,akkoma,3.10.4,1 ,1 ,1 ,140 ,
misskey.traction.jp,misskey,12.119.2,22 ,2 ,2 ,8215 ,
mastodon.motorsport.org.uk,mastodon,4.2.0,2 ,3 ,3 ,946 ,
pgh.social,mastodon,4.2.0,89 ,37 ,52 ,7535 ,
handmade.social,mastodon,4.2.0,83 ,37 ,63 ,3339 ,
mastodon.snthtns.jp,mastodon,4.2.0,5 ,2 ,2 ,245 ,
chaskey.net,misskey,13.14.2,21 ,null,null,586 ,
nafo.uk,mastodon,4.2.0-beta2,1341 ,313 ,770 ,294406 ,
otadon.com,mastodon,4.2.0,780 ,447 ,716 ,304819 ,
merveilles.town,hometown,4.0.6+hometown-1.1.1,645 ,343 ,450 ,475612 ,
pawb.fun,mastodon,4.2.0+glitch,1329 ,533 ,1055 ,97030 ,
darkfriend.social,mastodon,4.2.0,164 ,43 ,93 ,19001 ,
theblower.au,mastodon,4.1.9,15243 ,793 ,2911 ,189388 ,
mstdn.media,mastodon,4.2.0,30 ,8 ,12 ,24978 ,
mstdn.yakitamago.info,mastodon,4.2.0,57 ,12 ,16 ,511339 ,
mastodon.ktachibana.party,mastodon,4.2.0,138 ,33 ,33 ,43534 ,
blimps.xyz,mastodon,4.2.0+asonix-changes,550 ,272 ,305 ,168109 ,
oxytodon.com,mastodon,4.2.0,1 ,1 ,1 ,2900 ,
ramen-fsm.eu.org,mastodon,3.5.3~hello,750 ,241 ,406 ,222189 ,
toot.reformed.social,mastodon,4.1.6,3 ,1 ,3 ,3 ,
hachyderm.io,mastodon,4.2.0,49812 ,13658 ,24837 ,2010179 ,
infosec.exchange,mastodon,4.2.0-rc2+glitch,60369 ,17946 ,33883 ,2016261 ,
flipboard.social,mastodon,4.2.0,2088 ,518 ,1518 ,53253 ,
tukkers.online,mastodon,4.2.0,55 ,18 ,30 ,2071 ,
toot.thedoodleproject.net,mastodon,4.2.0,1 ,1 ,1 ,457 ,
blorbo.social,mastodon,4.2.0,1438 ,526 ,1056 ,139407 ,
akko.disqordia.space,akkoma,3.9.3,148 ,49 ,105 ,152260 ,
lakedistrict.social,mastodon,4.2.0,2 ,2 ,2 ,76 ,
ph2.ains-no-misskey.com,misskey,2023.9.1,4 ,null,null,376 ,
fan.vtubertoot.com,mastodon,4.1.0,53 ,15 ,45 ,859 ,
epsilon.social,mastodon,4.2.0,100 ,24 ,104 ,3885 ,
pnw.zone,mastodon,4.2.0,1470 ,298 ,668 ,42638 ,
conversafiada.net,mastodon,4.2.0,116 ,33 ,82 ,10373 ,
topspicy.social,mastodon,4.2.0,112 ,68 ,86 ,65114 ,
poyoro.id,mastodon,4.2.0,53 ,22 ,54 ,1202 ,
fedi.cyberwitches.club,mastodon,4.1.7,1 ,1 ,1 ,1340 ,
abraham.su,mastodon,4.2.0,1 ,1 ,2 ,487 ,
vmst.io,mastodon,4.3.0-alpha.0+io,2623 ,536 ,1148 ,192893 ,
seaofog.com,mastodon,3.4.6,1763 ,329 ,496 ,311564 ,
mastodon.ml,mastodon,4.1.4,2445 ,929 ,2030 ,745833 ,
suyasuya.love,misskey,2023.9.1,110 ,null,null,26704 ,
nondeterministic.computer,mastodon,4.2.0,3 ,3 ,3 ,2281 ,
moth.social,mastodon,4.1.4,5180 ,744 ,1016 ,28632 ,
eupolicy.social,mastodon,4.1.8,1309 ,352 ,623 ,98305 ,
toot.hostdon.ne.jp,mastodon,4.2.0,1 ,1 ,1 ,235 ,
irrelephant.co,mastodon,4.2.0,8 ,6 ,6 ,1874 ,
miss.mouse.services,misskey,13.14.2,20 ,null,null,17157 ,
syringa.social,mastodon,4.1.4,118 ,41 ,67 ,14590 ,
toot.community,mastodon,4.2.0,30546 ,4056 ,9935 ,1117322 ,
sfba.social,mastodon,4.2.0,38534 ,4752 ,11852 ,1607819 ,
universeodon.com,mastodon,4.2.0,76934 ,8477 ,23961 ,2433666 ,
mastodon-japan.net,mastodon,4.2.0,14878 ,5205 ,15650 ,2195748 ,
k.lapy.link,misskey,2023.9.1+klapy,2546 ,null,null,549895 ,
kemonodon.club,mastodon,4.1.4,2878 ,1088 ,1986 ,727412 ,
opensimsocial.com,mastodon,4.1.0,78 ,24 ,62 ,1294 ,
jazztodon.com,mastodon,4.2.0,198 ,56 ,123 ,10196 ,
mastodon.gamedev.place,mastodon,4.2.0,29046 ,8588 ,15263 ,945132 ,
xarxamontgri.masto.host,mastodon,4.2.0,11 ,5 ,7 ,30570 ,
calebhearth.com,mastodon,4.2.0,2 ,1 ,2 ,572 ,
fosstodon.org,mastodon,4.2.0,61437 ,14678 ,25975 ,2696423 ,
mastodon.social,mastodon,4.2.1-rc1+pr-27261-dd5f312,1616468 ,288633 ,833416 ,69824955 ,
drg.nz,mastodon,4.1.7,10 ,6 ,7 ,1745 ,
mstdn.jp,mastodon,4.1.6,401512 ,41973 ,126143 ,70727674 ,
misskey.bktsk.com,misskey,2023.9.3,5 ,null,null,192 ,
decept.org,akkoma,3.9.3-0-g9d7c877,92 ,24 ,32 ,13026 ,
mystics-den.club,misskey,13.13.2,25 ,null,null,966 ,
frontrange.co,mastodon,4.2.0,91 ,45 ,96 ,33647 ,
mastodon.online,mastodon,4.2.1-rc1+pr-27261-dd5f312,190032 ,23626 ,54560 ,6537327 ,
nijimiss.moe,misskey,2023.9.3-nj,29955 ,null,null,4927318 ,
sns.kianting.info,pleroma,2.5.5,5 ,5 ,5 ,2046 ,
mastodon.hakurei.win,mastodon,4.2.0,4 ,4 ,10 ,699 ,
social.shrn.co,mastodon,4.2.0,1 ,1 ,1 ,22 ,
freespeechextremist.com,pleroma,2.2.2-20-g5b9ca969,2168 ,null,null,2026313 ,
m.de-ath.co.uk,mastodon,4.1.4,5 ,1 ,2 ,36 ,
is-a.wyvern.rip,firefish,1.0.3,6 ,3 ,4 ,8388 ,
privatter.info,firefish,1.0.4-beta31,4 ,1 ,2 ,46 ,
irrelevant.me.uk,mastodon,4.1.2,1 ,1 ,1 ,1378 ,
abyss.fun,mastodon,4.3.0-alpha.0,474 ,36 ,79 ,556916 ,
toot.fedilab.app,mastodon,4.2.0,6 ,2 ,3 ,4785 ,
mstdn.jmrp.io,mastodon,4.2.0,1 ,1 ,1 ,55 ,
genserver.social,akkoma,3.10.3-0-gc887dd4,966 ,195 ,432 ,4843 ,
social.kramse.org,mastodon,4.2.0,5 ,4 ,4 ,3896 ,
eepy.moe,firefish,1.0.3,17 ,14 ,15 ,14794 ,
novelskey.tarbin.net,misskey,13.14.2-tanu-1.43.3,6698 ,null,null,1446798 ,
misskey.turretlabs.io,misskey,13.14.2,3 ,null,null,109 ,
mastodon.zaclys.com,mastodon,4.2.0,3909 ,628 ,986 ,216736 ,
tanztee.social,mastodon,4.2.0,2 ,3 ,3 ,861 ,
otoskey.tarbin.net,misskey,13.14.2-tanu-1.43.3,1570 ,null,null,51215 ,
whale.party,mastodon,4.2.0,2 ,2 ,2 ,171 ,
hive.institute,mastodon,4.2.0,6 ,3 ,5 ,241 ,
piou.foolbazar.eu,mastodon,4.1.9,3 ,2 ,2 ,1545 ,
mastodon.developage.de,mastodon,4.0.2,1 ,1 ,1 ,4 ,
fedisabled.social,mastodon,4.2.0,93 ,33 ,56 ,32157 ,
pony.social,mastodon,4.2.0+glitch,396 ,116 ,209 ,31608 ,
www.nekotodon.com,mastodon,4.2.0,6 ,1 ,4 ,390 ,
social.moltenaether.com,mastodon,4.1.6,8 ,2 ,6 ,1451 ,
mastodon.au,mastodon,4.2.0,26156 ,2695 ,7533 ,510127 ,
donphan.social,mastodon,4.2.0+glitch,3334 ,221 ,535 ,120415 ,
tama.social,mastodon,4.1.4,31 ,17 ,24 ,1857 ,
kinoko.pw,misskey,13.14.2-sh.1,3 ,null,null,3517 ,
ukadon.shillest.net,mastodon,4.3.0-alpha.0,282 ,162 ,207 ,187496 ,
rairarai.hostdon.ne.jp,mastodon,4.2.0,2 ,1 ,1 ,23984 ,
nekomiya.net,misskey,12.108.1-nekomiya-20230930103310,5676 ,864 ,3265 ,1340448 ,
misskey.io,misskey,13.14.2-io.7,391067 ,null,null,36762294 ,
social.masto.host,mastodon,4.2.0,101 ,8 ,11 ,39834 ,
troet.cafe,mastodon,4.1.9,42272 ,12086 ,22479 ,3229624 ,
stella.place,cherrypick,2023.9.0-rc.2-cp-4.3.0-beta.8,3535 ,null,null,541653 ,
mastodon.li,mastodon,4.2.0,555 ,52 ,177 ,8949 ,
misskey.gg,misskey,2023.9.3,2973 ,null,null,1332120 ,
popon.pptdn.jp,mastodon,4.2.0,12 ,2 ,3 ,102862 ,
fedibird.com,fedibird,0.1,37070 ,14793 ,24088 ,12158983 ,
misskey-square.net,misskey,2023.9.3-square.1,2149 ,null,null,272298 ,
fuckgov.org,mastodon,4.2.0+chuckya,13 ,4 ,10 ,5920 ,
bitbang.social,mastodon,4.0.6,731 ,351 ,536 ,96221 ,
nekonote.fedicity.net,mastodon,4.2.0,1 ,1 ,1 ,202 ,
fandom.ink,mastodon,4.2.0,1421 ,438 ,929 ,276519 ,
sloppy-life.net,misskey,13.13.2,5 ,null,null,54 ,
ubuntu.social,mastodon,4.2.0,34 ,25 ,31 ,12020 ,
nodespace.social,mastodon,4.2.0,7 ,5 ,7 ,869 ,
masto.kix2902.dev,mastodon,4.2.0,3 ,3 ,3 ,762 ,
mast.ahri.cloud,mastodon,4.1.6-ln-custom,3 ,1 ,1 ,25 ,
mofmof.coffee,mastodon,3.4.1,40 ,28 ,35 ,50584 ,
zeppelin.flights,mastodon,4.2.0,26 ,17 ,18 ,4868 ,
masts.lv,mastodon,4.1.8,15 ,6 ,7 ,623 ,
bergamot.social,mastodon,3.5.3,9 ,5 ,8 ,500 ,
werd.social,mastodon,4.2.0,1 ,1 ,1 ,2527 ,
fedi.gbdev.io,mastodon,4.1.5,3 ,3 ,3 ,45 ,
crooklyn.social,mastodon,4.0.2,10 ,6 ,8 ,11516 ,
smutlandia.com,mastodon,4.0.6,176 ,61 ,71 ,24763 ,
