domain,application,version,users,AMU,AHYU,posts
micro.mitrich.me,akkoma,3.9.3-28-g9d7c877d,2,1,2,77
activitypub.chariz.com,akkoma,3.4.0,2,null,null,19
social.sqrts.net,akkoma,3.10.4-0-gebfb617,2,2,2,122
social.tenak.net,akkoma,3.10.3-0-gc887dd4,2,1,2,209
social.exotic.sh,akkoma,3.10.4,2,0,1,2
akkoma.fawks.ie,akkoma,3.9.3,2,0,1,2
home.solitude.bar,akkoma,3.10.4-0-g0af8e93,2,2,2,30
akkoma.hiteihi.me,akkoma,3.8.0,2,1,2,6
pleroma.niuez.net,akkoma,3.9.3-28-g9d7c877d,2,2,2,173
a.dhbit.ca,akkoma,3.6.0-155-g71d08991,2,null,null,2
akkoma.asdfzdfj.xyz,akkoma,3.10.3-203-gd1af78ab-develop,2,1,2,10
ak.gensokyo.shop,akkoma,3.10.4-1-gebfb617b,2,3,3,166
tuxz.one,akkoma,3.10.3,2,1,1,981
nerd.town,akkoma,3.8.0,2,1,52,24
akko.dontexist.org,akkoma,3.10.4-0-gebfb617,1,1,1,30
ak.angelstrapped.com,akkoma,3.9.3,1,1,1,8041
cozymech.com,akkoma,3.9.3-28-g9d7c877d,1,1,1,270
fedi.xerz.one,akkoma,3.9.3-0-g9d7c877,1,1,1,38880
social.thetransagenda.gay,akkoma,3.10.4-0-gebfb617,1,1,1,639
cuche.cc,akkoma,3.10.4-0-g0af8e93,1,1,2,178
fediverse.rm-rf.club,akkoma,3.8.0,1,1,1,4
social.unboiled.info,akkoma,3.10.4,1,1,1,151
social.secretsealing.club,akkoma,3.10.2,1,1,1,14
dood.net,akkoma,3.10.3-0-gc887dd4,1,1,1,1584
pont-bl.eu.org,akkoma,3.10.4-0-g0af8e93,1,1,1,213
social.arpakuut.io,akkoma,3.10.4,1,1,1,10
its.kelarima.com,akkoma,3.10.4-0-g0af8e93,1,1,1,5
soc.undef.me,akkoma,3.6.0-9-g36cb19db,1,null,null,728
the.cat.broker,akkoma,3.10.4-0-gebfb617,1,1,1,146
omglol.fun,akkoma,3.10.4-0-g0af8e93,1,1,1,182
pleroma.shakalaka.club,akkoma,3.10.4-0-g0af8e93,1,1,1,9
social.s6jr.com,akkoma,3.10.2,1,1,1,162
has-no.solutions,akkoma,3.10.4-0-gebfb617,1,1,1,518
social.dissidence.ovh,akkoma,3.10.4-1-gebfb617b,1,1,1,169
taakka.fillari.xyz,akkoma,3.10.4-0-g0af8e93,1,1,1,111
pleroma.s4if.dev,akkoma,3.10.3,1,1,1,125
saysrelax.com,akkoma,3.10.4-0-g0af8e93,1,1,1,72
social.interru.io,akkoma,3.5.0-12-g63f2d1cb,1,null,null,316
helix.cafe,akkoma,3.10.3-203-gd1af78ab-develop,1,1,727,4
ringed.space,akkoma,3.10.4-0-g0af8e93,1,1,1,344
fedi.neon.moe,akkoma,3.10.2,1,1,1,786
social.meyer-guillot.fr,akkoma,3.9.3-28-g9d7c877d,1,1,1,528
astheriver.art,akkoma,3.10.3-0-gc887dd4,1,1,1,48
pl22.telteltel.com,akkoma,3.6.0-0-g45a11aa-develop,1,null,null,62476
akm.simple-gear.com,akkoma,3.10.4-1-gebfb617b,1,1,1,467
soc.feditime.com,akkoma,3.10.4,1,1,1,218
dragons.fyi,akkoma,3.4.0-0-gf91b89673,1,null,null,906
a.minuscule.space,akkoma,3.10.4+PE,1,1,1,52
toothole.org,akkoma,3.9.3-0-g9d7c877,1,1,1,65
social.wiwie.dk,akkoma,3.10.4,1,1,1,1
ohnoim.online,akkoma,3.9.3-0-g9d7c877,1,1,1,184
social.tzimos.xyz,akkoma,3.9.3-0-g9d7c877,1,1,1,11
akk.everyoneattack.com,akkoma,3.10.4-0-gebfb617,1,1,1,1509
proyectozero.org,akkoma,3.10.4-0-g0af8e93,1,1,1,29
pleroma.glueoh.com,akkoma,3.10.4-0-g0af8e93,1,1,1,21824
the.infinity.garden,akkoma,3.10.4-0-gebfb617,1,1,1,3
ublog.fedi.bbrks.me,akkoma,3.8.0,1,1,1,39
social.harrastenurkka.fi,akkoma,3.10.4-1-gebfb617b,1,1,1,24
pl.psion.co,akkoma,3.9.2-0-g39a878f,1,1,1,5506
akkoma.scarlet.house,akkoma,3.9.3-28-g9d7c877d,1,1,1,42
social.deltabeard.com,akkoma,3.9.3-0-g9d7c877,1,1,1,4
social.jlinuxer.org,akkoma,3.10.4,1,1,1,583
neko.computer,akkoma,3.10.3-1-g43c5fd5d,1,1,1,1831
fd.s4if.dev,akkoma,3.10.4-1-gebfb617b,1,1,1,105
msx.horse,akkoma,3.9.3-0-g9d7c877,1,1,1,203
sns.internationalotaku.com,akkoma,3.10.4,1,1,1,98
netauthority.org,akkoma,3.10.4-1-gebfb617b,1,1,1,25
axbom.me,akkoma,3.8.0-0-gccae7ef,1,1,1,844
ti22.pro,akkoma,3.10.4-0-gebfb617,1,1,1,33
social.kejadlen.dev,akkoma,3.10.3-0-gc887dd4,1,1,1,1178
social.rutland.org.uk,akkoma,3.9.3-28-g9d7c877d,1,1,1,74
walkah.social,akkoma,3.10.4,1,1,1,48
social.stefanomarinelli.it,akkoma,3.10.4,1,1,1,499
akko.contref.eu,akkoma,3.9.3-28-g9d7c877d,1,1,1,29
akko.mornie.org,akkoma,3.10.2,1,1,1,443
social.tidusfox9.online,akkoma,3.10.3-0-gc887dd4,1,1,1,140
social.brokenbydesign.org,akkoma,3.10.4,1,1,1,262
akko.airis.dev,akkoma,3.10.4,1,1,1,1205
fedi.yuka.dev,akkoma,3.10.3,1,1,1,1283
tl.xn--7fw.xyz,akkoma,3.10.3-0-g368b22f-develop,1,1,1,425
smellslike.sparklef.art,akkoma,3.10.4-0-gebfb617,1,1,1,47
social.oriol.ie,akkoma,3.10.4-0-gebfb617,1,1,1,94
sidraco.in,akkoma,3.10.4-0-gebfb617,1,1,1,290
fedi.srijan.dev,akkoma,3.9.3-2-gfb8081e1-develop,1,1,1,102
akkoma.simulacrum-emporium.eu,akkoma,3.8.0,1,1,1,314
toots.morepablo.com,akkoma,3.5.0-0-gd9508474b,1,null,null,403
fedi.underscore.world,akkoma,3.10.2-uw1,1,1,1,71774
social.tadzik.net,akkoma,3.9.3-0-g9d7c877,1,1,1,771
social.fricklers.org,akkoma,3.10.4,1,1,1,1034
fedi.theepicblock.nl,akkoma,3.9.3-28-g9d7c877d,1,1,1,30
wyrm.one,akkoma,3.9.3-0-g9d7c877,1,1,1,304
fluffpri.de,akkoma,3.5.0-develop,1,null,null,969
lyctor.space,akkoma,3.10.4-0-g0af8e93,1,1,1,160
a.n0id.space,akkoma,3.10.4-0-g0af8e93,1,1,1,7882
posts.stream,akkoma,3.4.0,1,null,null,1198
blackstar.cafe,akkoma,3.10.4-0-g0af8e93,1,1,1,1774
ak.hrmk.uk,akkoma,3.10.4-0-gebfb617,1,1,1,140
akko.quad.moe,akkoma,3.10.4-1-gebfb617b,1,1,1,1800
ak.infernal.garden,akkoma,3.4.0-111-g6453297e-develop,1,null,null,238
social.musgrovegreen.co.uk,akkoma,3.10.4-1-gebfb617b,1,1,1,43
social.afontaine.dev,akkoma,3.8.0,1,1,1,11
wordy.gdn,akkoma,3.9.3-28-g9d7c877d,1,0,1,22
sparkgap.marsfreeradio.org,akkoma,3.10.4-0-g0af8e93,1,1,1,29
lab-01.arewesecureyet.org,akkoma,3.5.0-12-g63f2d1cb,1,null,null,2
social.justelex.de,akkoma,3.8.0,1,1,1,75
social.canony.xyz,akkoma,3.9.3-0-g9d7c877,1,1,1,672
plrm.biboumail.fr,akkoma,3.10.4-0-gebfb617,1,1,1,70
pub.ides.club,akkoma,3.4.0-117-gde1bbc02-develop,1,null,null,1
akk.skelly.boo,akkoma,3.9.3-28-g9d7c877d,1,1,1,90
don.tbully.me,akkoma,3.10.4,1,1,1,237
dancefight.club,akkoma,3.5.0-14-gd9508474,1,null,null,43
ebin.eila.me,akkoma,3.9.3-28-g9d7c877d,1,1,1,19
jsx.social,akkoma,3.10.4-0-g0af8e93,1,1,1,57
koto.moe,akkoma,3.10.4-1-gebfb617b,1,1,1,198
gehenna.moe,akkoma,3.10.4-1-gebfb617b,1,1,1,40
fedi.jametek.com,akkoma,3.10.4-0-gebfb617,1,1,1,281
nexus.surfhosted.net,akkoma,3.8.0,1,0,1,1
nocturne.cx,akkoma,3.8.0,1,1,1,49
social.qlyoung.net,akkoma,3.7.1,1,null,null,74
akkoma.pfcd.me,akkoma,3.9.3-28-g9d7c877d,1,0,1,4
dom.social,akkoma,3.9.3-0-g9d7c877,1,1,1,6
ncbt.space,akkoma,3.10.4,1,1,1,27
toot.0upti.me,akkoma,3.10.4,1,1,1,1
social.foxdn.net,akkoma,3.10.4,1,1,1,79
pooper.jakest.us,akkoma,3.6.0-0-g36cb19d,1,null,null,3
social.code-feather.de,akkoma,3.10.4,1,1,3,17
espr.moe,akkoma,3.10.4-1-gebfb617b,1,1,1,3
girlthing.chat,akkoma,3.9.3-28-g9d7c877d,1,1,1,91
foundry.uber.space,akkoma,3.9.3-28-g9d7c877d,1,1,1,1
social.techtransthai.org,akkoma,3.10.4,1,1,1,2
enby.army,akkoma,3.10.4-1-gebfb617b,1,2,2,4
p.mrzm.io,akkoma,3.9.3,1,1,1,54
akko.tuiter.ovh,akkoma,3.9.3-0-g9d7c877,1,0,1,1
toot.leif.pl,akkoma,3.8.0,1,1,1,108
birdsite.space,akkoma,3.10.4,1,1,1,48
social.heathanderson.net,akkoma,3.5.0-0-gd9508474b,1,null,null,49
sudo.cx,akkoma,3.7.1-0-gfef4bae,1,null,null,4
catgirls.party,akkoma,3.9.3-28-g9d7c877d,1,1,1,30
scalies.cc,akkoma,3.9.3-0-g9d7c877,1,0,1,8
hexcode.wychwit.ch,akkoma,3.5.0-14-gd9508474,1,null,null,8
pleroma.pavluk.org,akkoma,3.10.4,1,1,1,45
akkoma.andho.xyz,akkoma,3.10.4-0-gebfb617,1,1,1,4
social.cowingtonpost.com,akkoma,3.10.4,1,1,1,1
awawa.cat,akkoma,3.10.4,1,1,1,176
borkr.one,akkoma,3.9.3-28-g9d7c877d,1,1,1,885
f.e4.pm,akkoma,3.9.3,1,1,1,45
social.andreva.cc,akkoma,3.10.3,1,1,1,929
strangeanarchy.xyz,akkoma,3.9.3-0-g9d7c877,1,1,1,39
ak1.monolith-rave.xyz,akkoma,3.10.4,1,1,1,5
hypno.cafe,akkoma,3.9.3-28-g9d7c877d,1,1,1,52
mlg.epicgamer.ovh,akkoma,3.9.3,1,0,1,1
strings.io,akkoma,3.10.4,1,1,1,39
social.trayd.xyz,akkoma,3.9.3-28-g9d7c877d,1,1,1,15
akko.staging.e2net.social,akkoma,3.9.3-0-g9d7c877,1,1,1,14
akk.de-lacom.be,akkoma,3.10.3-1-g43c5fd5d,1,1,1,888
shrug.pro,akkoma,3.10.4,1,1,1,48
fedi.skyrina.dev,akkoma,3.9.3-28-g9d7c877d,1,0,1,1
kein.chat,akkoma,3.10.4-0-gebfb617,1,1,1,167
fedi.tengu.space,akkoma,3.10.4-0-gebfb617,1,1,1,452
surfnet.space,akkoma,3.10.3,1,1,1,361
fedi.jiyu.dev,akkoma,3.9.3-28-g9d7c877d,1,1,1,53
fedi.mischivous.com,akkoma,3.9.0-25-g9a8373a3,1,1,1,53
fedi.quiescent.nexus,akkoma,3.8.0,1,1,1,46
social.schafweide.org,akkoma,3.10.4-0-gebfb617,1,1,1,565
f.matdoes.dev,akkoma,3.10.4-1-gebfb617b,1,2,2,32
d.8e7.us,akkoma,3.10.3,1,1,2,2
social.squeep.com,akkoma,3.5.0-0-g63f2d1cbe,1,null,null,1
pleroma.enimihil.net,akkoma,3.10.4-1-gebfb617b,1,1,1,36
social.witch.gay,akkoma,3.10.3-1-g43c5fd5d,1,1,1,20
social.quent1.fr,akkoma,3.10.3-0-gc887dd4,1,1,1,247
social.michelsen.se,akkoma,3.5.0-14-gd9508474,1,null,null,3
akk.joelanders.net,akkoma,3.4.0-117-gde1bbc02-develop,1,null,null,8
akkoma.flicke.red,akkoma,3.10.4,1,1,1,1
social.nullopt.net,akkoma,3.10.4-1-gebfb617b,1,1,1,3
hi.47041.net,akkoma,3.10.4-0-gebfb617,1,1,1,1213
fedi.yukari.in,akkoma,3.9.3-0-g8c956bc-develop,1,1,1,34
preview.plack.app,akkoma,3.10.2-main,1,1,1,5
fluttershy.club,akkoma,3.10.4-0-gebfb617,1,1,1,2
akkoma.lilypadding.me,akkoma,3.8.0-0-gccae7ef,1,0,1,9
akkoma.gaku.blue,akkoma,3.8.0,1,0,1,2
as89.it,akkoma,3.10.4-0-gebfb617,1,1,1,16
500plus.slavistapl.eu.org,akkoma,3.10.4-0-gebfb617,1,1,1,70
koko.micenest.xyz,akkoma,3.10.4-0-gebfb617,1,1,1,62
soc.rnrd.eu,akkoma,3.8.0,1,1,1,16
akko.girlcock.ceo,akkoma,3.10.3-203-gd1af78ab-develop,1,1,1,50
toastedlord.sytes.net,akkoma,3.10.4-1-gebfb617b,1,1,1,91
thias.hellqui.st,akkoma,3.9.3-0-g9d7c877,1,1,1,1680
fediverse.randomfoo.net,akkoma,3.10.4-1-gebfb617b,1,1,1,239
lilypadding.me,akkoma,3.8.0-0-gccae7ef,1,0,1,9
fv.convergence.cx,apd,,1,null,null,14
msky.aozora.uk,azpick,12.119.4-cp-3.0.0_ap-2.1.6,79,26,55,40092
test.betterways.dev,betterways.dev,6.2.2,5,null,null,3
brighteon.social,brighteon,3.4.6,51518,1527,2482,2812674
dev.brighteon.social,brighteon,3.4.6,51489,17,25,2807693
staging.brighteon.social,brighteon,3.4.6,51486,12,23,2805324
bugle.lol,Bugle,1.0.0,7,7,7,268
calckey.ranranhome.info,calckey,13.1.4.1,1262,626,1212,80759
barkle.chat,calckey,13.0.6-bark,338,67,177,12645
hyper.equipment,calckey,13.1.4.1,122,34,113,2676
mkkey.net,calckey,14.0.0-d10+d7ffd1,117,101,114,117668
twi.48.club,calckey,14.0.0-rc3,43,2,38,414
outerkosm.us,calckey,13.1.4.1,24,4,21,5953
moppels.bar,calckey,14.0.0-rc3,21,12,19,49219
social.peoplever.se,calckey,13.1.4.1,20,4,18,39
catposter.club,calckey,13.1.4.1,12,7,11,8136
calc-dev1.simkey.net,calckey,13.1.2,12,6,6,7
cal.gaooo.world,calckey,14.0.0-rc,11,8,9,2652
calc.menac.at,calckey,13.2.0-beta6,11,5,9,31696
cl.ricecream.company,calckey,13.1.4.1,9,6,8,3720
animalfound.family,calckey,13.1.4.1,7,4,5,5354
s.aliberksandikci.com.tr,calckey,14.0.0-rc3,6,1,5,178
key.tinier.town,calckey,13.1.4.1,6,2,4,68
social.isekai-online.com,calckey,13.1.4.1,6,3,4,1640
social.metaversum.wtf,calckey,14.0.0-rc3,6,1,4,14
gek.li,calckey,13.1.4.1,6,0,5,9
shinobu.space,calckey,13.1.4.1,6,0,4,28
social.buzzworkers.com,calckey,14.0.0-rc3,6,2,5,15
umickey.dev,calckey,13.1.4.1,5,1,3,529
calc.moongirl.io,calckey,13.2.0-dev17,5,2,2,586
social.rverse.club,calckey,13.1.4.1,5,2,4,38
photography.enjoyer.network,calckey,13.1.4.1,5,2,3,194
calckey.dolciss.net,calckey,14.0.0-rc3+nmkj.8,5,1,3,42
nya.owo.cab,calckey,13.1.4.1,5,1,3,8
replicants.cafe,calckey,14.0.0-rc3,4,1,3,1838
misskey.sharivegas.com,calckey,13.1.4.1,4,2,2,386
mastodon.nexus,calckey,13.1.4.1,4,3,3,365
48club.social,calckey,14.0.0-rc3,4,0,2,1
tdx-labs.com,calckey,13.1.4.1,4,3,3,91
test1.p3n.cc,calckey,14.0.0-dev83,4,1,2,3
catgirls.cafe,calckey,14.0.0-rc3,4,1,2,5
kagari.city,calckey,14.0.0-rc,4,1,3,353
fedivers.nicolastissot.fr,calckey,14.0.0-rc3,3,1,1,1423
nattomaki.social,calckey,14.0.0-rc3,3,2,2,281
social.chrischro.me,calckey,13.1.4.1,3,0,1,30
calckey.flauschbereich.de,calckey,14.0.0-rc3,3,0,2,237
64e.social,calckey,13.1.4.1,3,0,2,1
gnampftoast.de,calckey,14.0.0-rc3,3,0,2,19
ekkoklang.xyz,calckey,13.1.4.1,3,1,1,6
myhm.social,calckey,14.0.0-rc-ni,3,1,1,19
calckey.resonite.co.uk,calckey,13.1.4.1,3,2,2,26
social.jacobhaddon.com,calckey,13.1.4.1,3,2,2,362
vfsh.dev,calckey,14.0.0-dev19-hk24,3,0,1,63
misskey.mewmews.gay,calckey,13.1.4.1,3,1,2,103
calckey.lapineige.fr,calckey,13.1.4.1,3,0,2,24
calckey.toririm.com,calckey,13.1.4.1,3,1,1,98
calc.aloneroid.one,calckey,13.1.4.1,2,1,1,10255
calckey.cinatrin.pro,calckey,14.0.0-rc3-jp1,2,1,1,16
gyoza.monster,calckey,13.1.4.1,2,1,1,432
masto.maya.coffee,calckey,13.1.4.1,2,0,0,21
social.rozman.info,calckey,13.1.4.1,2,0,0,24
social.protocultura.cl,calckey,13.1.4.1,2,1,1,122
froggo.garden,calckey,14.0.0-rc3,2,1,1,16
calckey.tandj-homelab.dev,calckey,13.1.4.1,2,1,1,79
fedi.cybernexus.moe,calckey,13.1.4.1,2,1,1,94
mutekey.games,calckey,13.2.0-beta9h,2,0,1,16
calckey.proximitysculptor.com,calckey,13.1.4.1,2,0,1,211
social.cola.net,calckey,13.1.4.1,2,0,1,1
rest.itch.fyi,calckey,13.1.4.1,2,1,1,5
foxgirl.land,catnip,2023.09.13-rc1,5,3,3,2788
catgirl.land,catnip,2023.09.13-rc1,3,1,1,1
cum.salon,ched,2.5.54-0-g02ba577eb-raped-and-chained,140,28,64,63114
stella.place,cherrypick,2023.9.0-rc.2-cp-4.3.0-beta.8,3565,null,null,564362
kokonect.link,cherrypick,4.4.0,379,null,null,60064
universe.noridev.moe,cherrypick,4.4.0,41,null,null,160
mi.rerac.dev,cherrypick,4.4.0,30,null,null,7345
beta.kokonect.link,cherrypick,4.4.1-beta.1,17,null,null,216
nyaa.paring.moe,cherrypick,4.2.0-picnic-5,12,null,null,2925
i.rainy.kr,cherrypick,13.14.2-cp-4.2.0,9,null,null,1737
kazuha.kr,cherrypick,4.4.0,5,null,null,1423
social.daol.cc,cherrypick,4.4.1-beta.1,5,null,null,72
key.saykcay.dev,cherrypick,13.14.2-cp-4.2.0,4,null,null,9
cp.rerac.dev,cherrypick,4.4.1-beta.1,4,null,null,54
yuri.quest,cherrypick,13.14.2-cp-4.2.0,3,null,null,18
hub.concurrent.world,Concurrent,9a6d6b1,167,null,null,27890
dev.concurrent.world,Concurrent,7b9030c,11,null,null,30845
www.allencompassingtrip.com,Denali,v4964,1,1,null,4071
joindiaspora.com,diaspora,1.0.0-dev-p5af17a0f,316105,80,328,2942234
diasp.org,diaspora,0.7.18.2-p6da4038c,105765,581,1424,918777
diaspora-fr.org,diaspora,1.0.0-dev-p54d7f0b8,47884,1123,4817,244821
diasp.eu,diaspora,0.7.18.2-p84e7e411,39103,147,341,581668
diasp.in,diaspora,0.7.15.0,32964,5,20,31569
diasp.de,diaspora,0.7.18.2-pa63281cd,11722,36,117,150886
nerdpol.ch,diaspora,1.0.0-dev-p296cbf10,6370,61,104,117637
diasporabr.com.br,diaspora,0.7.18.2-pf042f5d4,5642,342,2796,183526
pod.dapor.net,diaspora,0.7.18.2-pf042f5d4,2396,90,204,102371
diaspora.koehn.com,diaspora,0.7.18.2,1035,9,15,24607
despora.de,diaspora,0.7.18.2-p518652e0,900,72,144,109408
poddery.com,diaspora,0.7.15.0,809,24,49,37165
social.gibberfish.org,diaspora,0.7.17.0-p02eba842,249,43,60,89552
pod.diaspora.software,diaspora,1.0.0-dev-p744f5449,2,1,2,169
realize.be,drupal,1.0.0,1,null,null,123
rachelnorfolk.me,drupal,1.0.0,1,null,null,5
portside.org,drupal,1.0.0,1,null,null,1409
deninet.com,drupal,1.0.0,1,null,null,3
blog.dripwangi.com,drupal,1.0.0,1,null,null,1
jurgenhaas.de,drupal,1.0.0,1,null,null,3
red.niboe.info,ecko,3.4.9001,413,31,66,12396
c4.social,ecko,3.4.9001,40,4,8,1816
remnant.social,ecko,3.4.9001,25,0,2,414
mastodon.tobedefined.net,ecko,3.4.9001,4,3,3,847
ecko.magicstone.dev,ecko,3.4.9001,1,0,0,1
pixelfed.eigenlab.org,eigenPixelfed,0.10.10,5,0,0,177
pixelfed.ethibox.fr,Ethibox,0.11.2,20,1,6,14
usagi.reisen,FChannel,0.1.1,null,null,null,2151
fedibird.com,fedibird,0.1,37567,14417,24446,12541955
nightly.fedibird.com,fedibird,0.1,351,192,307,178609
dev.fedibird.com,fedibird,0.1,6,1,1,330
mastodon.white-void.net,fedibird,0.1,2,1,2,608
bird.syaku.me,fedibird,0.1,1,1,1,1
dev.fedodo.social,Fedodo,0.5.10,11,1,1,24
firefish.social,firefish,1.1.0-dev9,4273,1329,4121,230065
cybre.club,firefish,1.0.5-dev11,1417,551,1336,197072
stop.voring.me,firefish,1.0.4-beta31,1323,226,677,129328
wibblur.social,firefish,1.0.1,840,111,837,14078
dvd.chat,firefish,1.0.5-dev4,729,240,723,45399
lethallava.land,firefish,1.0.5-dev19,708,286,705,50545
infosec.town,firefish,1.0.4,569,179,567,26895
snug.moe,firefish,1.0.3,556,115,237,206965
easymode.im,firefish,1.0.3,538,143,423,13582
calckey.world,firefish,1.0.5-dev12,523,123,517,13713
mk.absturztau.be,firefish,1.0.5-dev12,480,122,293,719154
electricrequiem.com,firefish,1.0.3,441,136,267,37193
calckey.jp,firefish,1.1.0-dev0,432,164,346,77787
hyk.piyoskey.com,firefish,1.0.5-dev14-piyoskey,412,335,408,104216
kitty.social,firefish,1.0.3,351,93,238,33369
procial.tchncs.de,firefish,1.0.3,310,136,306,21128
minazukey.uk,firefish,1.0.5-dev17+neko:bb341b8,261,154,245,207082
calc.04.si,firefish,1.0.4-beta31,245,101,229,26248
evil.social,firefish,1.0.5-dev17,240,75,185,20357
federation.network,firefish,1.0.3,224,117,222,22010
nsfw.social,firefish,1.0.3,223,87,221,3841
visualnovels.social,firefish,1.0.3,202,46,201,500
calckey.7ka.org,firefish,1.0.4-beta31,180,146,178,7648
vancity.social,firefish,1.0.4-beta31,178,19,64,2365
misskey.pm,firefish,1.0.4-beta,176,33,153,23010
sakurajima.social,firefish,1.0.4-beta31,167,82,160,18780
favcalc.com,firefish,1.0.3,165,79,144,12527
erisly.social,firefish,1.0.4-beta,165,12,48,3485
calckey.art,firefish,1.0.4-beta31,146,40,129,3885
plasmatrap.com,firefish,1.0.5-dev18,140,53,101,27431
fedia.social,firefish,1.0.4,123,67,120,21683
tuit.fr,firefish,1.0.4-beta,107,11,105,1617
www.foxyhole.io,firefish,1.0.3,99,20,49,6267
lea.pet,firefish,1.0.3,98,58,89,19335
himagine.club,firefish,1.0.4-beta31,97,69,95,19353
fedi.moegirl.live,firefish,1.0.5-dev7,90,24,88,1239
animalesenfu.ga,firefish,1.0.4-beta31,89,26,53,2522
rwn.lol,firefish,1.0.4-beta,87,67,84,266
lamp.leemoon.network,firefish,1.0.3,86,44,83,14026
shibimega.com,firefish,1.0.3-shibimega,86,65,85,531
derg.social,firefish,1.0.3,80,51,78,9733
annex.coffee-break.cc,firefish,1.0.4-beta31,75,53,73,4403
peculiar.florist,firefish,1.0.4-beta31,70,47,68,17945
ent.r-e.kr,firefish,1.0.3,69,19,67,3713
nsfw.lgbt,firefish,1.0.3,62,30,61,272
firefish.tech,firefish,1.0.4-beta31,58,31,56,989
bostonsocial.online,firefish,1.0.4-dev5,56,13,53,2559
key.kubiwa.moe,firefish,1.0.4-beta31,56,17,36,6094
ibe.social,firefish,1.0.3,51,27,49,8742
moe.onl,firefish,1.0.3,48,4,30,1542
hakua.app,firefish,1.0.3,47,24,46,2583
odd.town,firefish,1.0.3,46,23,45,4362
ddoskey.com,firefish,1.0.5-dev18+neko:46d0603,45,36,43,19556
jistflow.com,firefish,1.0.5-dev19,44,0,1,496
sloth.run,firefish,1.0.4-beta31,44,14,39,8567
firefish.community,firefish,1.0.5-dev18,43,26,41,12690
iwshkey.com,firefish,1.0.4-beta31,41,35,40,4859
queerfedi.com,firefish,1.0.3,41,21,40,571
binky.fish,firefish,1.0.4,40,32,38,1147
gamethattune.club,firefish,1.0.3,40,14,30,2184
hell.social,firefish,1.0.3,40,12,31,2223
kalckey.com,firefish,1.0.3,40,10,38,2094
calckey.tsukuba.page,firefish,1.0.5-dev18,39,18,38,1381
meetiko.org,firefish,1.0.3,38,16,36,7570
findumon.de,firefish,1.0.4-beta31,38,22,33,730
prison.suomomo.com,firefish,1.0.3,36,10,23,2182
sikerler.online,firefish,1.0.3,34,21,33,182
cunny.gay,firefish,1.0.4-beta31,33,16,31,206
void.rehab,firefish,1.0.4-beta31.inpatient10,32,22,30,44325
splatsville.social,firefish,1.0.4-beta,32,24,30,919
social.shiggy.fun,firefish,1.0.3,32,31,31,154
mk.catgirlsfor.science,firefish,1.0.3,31,12,20,44929
frfsh.plus.st,firefish,1.0.5-dev17,31,24,29,9040
imouto.page,firefish,1.0.3,30,8,28,423
gamerplus.org,firefish,1.0.4-beta31,29,8,27,1388
mecha.garden,firefish,1.0.4-beta31,29,6,23,3456
hooves.social,firefish,1.0.3,27,22,25,8469
auroraplanet.blue,firefish,1.0.5-dev17,25,20,23,2789
obak-key.com,firefish,1.0.3,24,12,22,26986
coolviruses.download,firefish,1.0.5-dev17,24,17,23,2575
furry.band,firefish,1.0.4-beta31,24,7,22,206
firefish.nz,firefish,1.0.3,24,15,22,294
taffy.cafe,firefish,1.0.3,23,2,17,117
wolfdo.gg,firefish,1.0.5-dev17,23,15,21,5175
eepy.moe,firefish,1.0.3,22,18,20,18392
social.marud.fr,firefish,1.0.3,21,12,18,12760
transgirl.cafe,firefish,1.0.4-beta31,21,9,19,2210
kurage.top,firefish,1.0.3,20,9,14,4303
social.shibabox.eu,firefish,1.0.3,20,10,19,132
firetribe.org,firefish,1.0.3,20,10,18,439
hol.ogra.ph,firefish,1.0.3,19,11,17,3988
therian.club,firefish,1.0.4-beta,19,3,10,288
please-dominate.me,firefish,1.0.1,19,7,17,445
killifish.social,firefish,1.0.4-beta31,19,12,18,459
bball.city,firefish,1.0.4-beta31,18,4,17,213
firefish.oomfie.city,firefish,1.0.5-dev18,18,3,15,836
social.aunaturel.club,firefish,1.0.4-beta31,17,7,13,308
mainichi.social,firefish,1.0.5-dev17+nyan,17,13,14,215
heckin.how,firefish,1.0.5-dev19,17,13,15,4479
m.smokecommunity.com,firefish,1.0.4-beta31,17,10,15,558
oshiro.hirunohi.com,firefish,1.0.3,16,9,14,34909
firefish.place,firefish,1.0.3,16,7,13,323
firefish.bantu.social,firefish,1.0.3,16,7,15,1406
ouroboros.gay,firefish,1.0.4-beta31,15,7,12,9409
microblog.social,firefish,1.0.3,15,7,8,13487
fedi.fish,firefish,1.0.4-beta31,15,9,13,103
social.agori.dev,firefish,1.0.3,15,12,14,75
ff.lapy.link,firefish,1.0.5-dev7,15,8,14,850
calc.bal.ovh,firefish,1.0.4-beta31,14,5,12,31556
spookygirl.boo,firefish,1.0.5-dev6,14,12,13,14734
create-key.net,firefish,1.0.5-dev18+neko:46d0603,14,12,12,915
mobiliteactive.org,firefish,1.0.3,14,9,13,2132
der.gs,firefish,1.0.4-beta,14,2,8,155
glub.slipfox.xyz,firefish,1.0.5-dev17,14,10,13,5020
lewd.lgbt,firefish,1.0.3,14,13,13,560
calckey.aokaga.work,firefish,A.K:NoDM@1.0.5-dev18,13,9,11,21486
mk.itzti.li,firefish,1.0.5-dev19,13,8,11,1667
fedi.cordfuck.com,firefish,1.0.5-dev17,13,8,11,98
sup.lelehier.de,firefish,1.0.5-dev7,12,4,9,956
