domain,application,version,users,AMU,AHYU,posts
djanzu.tokyo,mastodon,4.2.1,9,4,9,26258
don.dondododon.com,mastodon,4.2.1,6,3,6,112
mstdn.io,mastodon,4.2.0,1633,547,842,1868935
cuche.cc,akkoma,3.10.4-0-g0af8e93,1,1,2,178
moth.social,mastodon,4.1.4,5242,697,1124,29366
diablocanyon1.com,firefish,1.0.3,3,1,1,261
fedimon.uk,mastodon,4.2.0,6,3,3,8184
livellosegreto.it,mastodon,4.2.1,6512,1881,2939,337059
zoner.work,firefish,1.0.4-beta,6,5,5,3812
vrcjp.hostdon.ne.jp,mastodon,4.2.1,172,72,176,3269
stellaria.network,mastodon,4.2.0,11,2,4,380569
chatter.monster,pleroma,2.5.1,9,2,3,46
kzoo.to,mastodon,4.2.1,53,16,16,7841
twely.etn.icu,misskey,12.108.1-nekomiya-20230930103310,53,37,51,3413
dice.camp,mastodon,4.2.1,8590,2863,4901,716182
cloud18.xyz,misskey,2023.10.0,2,null,null,2
m.universetoday.com,mastodon,4.2.0,10,4,4,1496
tacobelllabs.net,mastodon,4.2.1,143,94,121,61440
masto.goblackcat.net,mastodon,4.2.1,1,1,1,1165
cultur.social,mastodon,4.1.6,184,48,92,3687
misakey.net,misskey,13.13.2,13,null,null,639
bikeshed.party,pleroma,2.5.52-215-g107df064-bikeshed-phoenix1-7,12,6,9,4481
social.1up.ninja,mastodon,4.1.2,5,2,3,140933
c.im,mastodon,4.2.1,64780,5671,15163,1893343
chillout.chat,mastodon,3.5.10+chillout.1,109,31,53,100190
medievalarchives.social,mastodon,4.2.1,3,1,2,185
aleph.land,mastodon,4.2.0+glitch,1645,61,126,214138
social.mondoweiss.net,mastodon,4.2.1,2,2,2,1062
norden.social,mastodon,4.2.1,12953,4842,7327,1702920
kabedon.space,mastodon,4.1.10,187,132,200,44504
misskey.ikalga.net,misskey,2023.9.3,3,null,null,901
mystickynotes.com,mastodon,4.1.4,3,1,1,78
mi.nyaa.app,misskey,2023.9.1-nyaaapp.1,4,null,null,455
toot.ale.gd,mastodon,4.1.3,9,6,7,2176
econtwitter.net,mastodon,4.2.1,8019,1297,2920,229638
snug.moe,firefish,1.0.3,556,115,237,206965
calc.aloneroid.one,calckey,13.1.4.1,2,1,1,10255
thinktanki.social,mastodon,4.0.0,49,17,40,1052
sakurajima.social,firefish,1.0.4-beta31,167,82,160,18780
pbs.idv.tw,mastodon,4.3.0-nightly.2023-10-13+glitch,18,13,18,59285
pouet.fedi.quebec,mastodon,4.2.1,5,4,5,832
itabashi.0j0.jp,mastodon,3.1.4,100,118,212,143012
einestages.friediversum.de,mastodon,4.2.1,2,2,2,2214
simian.rodeo,hometown,4.0.10+hometown-1.1.1,14,7,11,6826
ard.social,mastodon,4.1.9,11,9,11,11268
desu.social,mastodon,4.2.1,1,1,1,11193
cawfee.club,pleroma,2.5.1-heads-v2-5-1,1612,93,252,297394
muuzikku.produkti.se,akkoma,3.10.3,3,2,3,512
hoshipaso.net,firefish,1.0.3,5,3,3,7873
yumk.xyz,misskey,13.14.2-akatsukey-v1.4.5,18,null,null,38092
misskey.bainroom.info,misskey,13.14.1,3,null,null,363
deacon.social,mastodon,4.1.6,420,86,202,33776
todon.eu,mastodon,4.2.1,4229,681,1156,476324
plush.city,mastodon,4.2.1,556,237,343,707575
seaofog.com,mastodon,3.4.6,1765,358,510,314322
social.overheid.nl,mastodon,4.2.0,22,21,26,1980
misskey.eolh.jp,misskey,13.13.2,15,null,null,179
jitakurack.chotto.moe,mastodon,4.2.0-rc2,57,7,11,1751
freespeechextremist.com,pleroma,2.2.2-22-g7d5db5e0,2172,null,null,2039729
mastodon.acm.org,mastodon,4.2.1,894,278,493,15245
mastodont.cat,mastodon,4.2.1,7462,1478,3117,984367
tsumikey.party,firefish,1.0.3,4,2,2,2206
saltedskies.social,mastodon,4.2.1,2,1,2,6
tribe.net,mastodon,4.2.0,1712,273,1113,11001
goreslut.xyz,pleroma,2.5.54-338-ga94cf2ad-develop,7,7,10,16535
pleroma.io,pleroma,2.5.4-0-ga17685f,4,3,3,16886
ne.minidragon.one,misskey,12.122.0,2,1,2,409
philly.vs-the.world,mastodon,4.1.9,15,12,14,56858
stranger.social,mastodon,4.2.1,8429,294,331,127918
den.raccoon.quest,misskey,2023.10.1,118,null,null,24806
sofla.cafe,mastodon,4.1.0rc3+glitch+th,12,4,6,442
mstdn.starnix.network,mastodon,4.2.0+glitch,78,29,51,80265
studyabroad.social,mastodon,4.0.2,3,0,0,4
mastodon.nexusuk.org,mastodon,4.2.0,2,1,2,1453
msky.mkakh.com,misskey,13.14.2,5,null,null,447
spinny.city,akkoma,3.10.4-1-gebfb617b,6,5,5,160
life.starly.blue,akkoma,3.10.3-0-g43c5fd5,6,3,6,586
misskeytsf.love,misskey,13.13.2,211,null,null,3102
sociale.network,mastodon,4.1.4,4118,326,664,294929
trekkies.social,mastodon,4.2.1,89,23,51,9152
haunted.computer,mastodon,4.2.0+glitch,44,33,40,10769
tardis.team,mastodon,4.2.0+glitch,5,5,5,1458
wuffs.org,mastodon,4.2.0-nightly.2023-09-20+glitch,1,1,1,1371
misskey.qwjyh.net,misskey,2023.10.1,5,null,null,3469
derpy.masto.host,mastodon,4.2.1,2,2,2,86
burma.social,mastodon,4.2.0,1300,205,626,4646
toots.social,mastodon,4.2.0,928,72,126,47620
swiss.social,mastodon,4.2.1,2034,814,1304,142764
jplocalization.social,mastodon,4.1.4,17,1,3,79
mastodon.petripulkkinen.social,mastodon,4.2.1,1,1,1,47
toot.me.uk,mastodon,4.1.8,6,4,5,8950
gazouiller.fr,mastodon,4.1.4,10,3,6,69
linuxrocks.online,mastodon,4.1.4,4212,336,480,221572
masto.onurb.net,mastodon,4.2.1,4,4,4,141
oye.social,mastodon,4.2.1,26,12,15,4593
amastodon.uk,mastodon,4.2.1,33,11,19,4670
jaxbeach.social,mastodon,4.2.0,710,15,132,516
fediverse.rm-rf.club,akkoma,3.8.0,1,1,1,4
squirrelmob.com,mastodon,4.2.1,4,1,2,2031
nyan.sda1.net,misskey,12.122.0,2,2,2,117
mk.xiupos.net,misskey,2023.10.0-poskey-4ba6f45,7,null,null,54149
xcloud.zone,mastodon,4.1.10,7,4,7,97
beach.city,mastodon,4.1.8+beachcity1.10.0,158,47,69,259136
mastodon.bostoncaucus.club,mastodon,4.1.4,3,1,1,465
dev-null.io,mastodon,4.2.0+glitch,1,1,1,2381
moar.cachapa.xyz,misskey,2023.9.0,182,null,null,39692
blueand.red,mastodon,4.2.1,1,1,1,95
social.kiesow.net,mastodon,4.2.0,3,1,2,4003
bigshoulders.city,hometown,4.0.6+hometown-1.1.1,129,27,43,27804
ohnepunktundkomma.org,mastodon,4.2.1,5,1,1,1222
social.tabathawood.com,mastodon,4.1.3,2,1,2,1949
bluenoser.me,mastodon,4.2.1,7,4,6,3873
mona.do,mastodon,3.4.6,1401,362,483,522873
oran.ski,misskey,12.111.1,2094,226,669,61561
social.hostpath.de,mastodon,4.2.0,1,1,1,115
114514.misskey.one,misskey,2023.9.3,4,null,null,850
social.unboiled.info,akkoma,3.10.4,1,1,1,151
sumanko.ml,mastodon,4.1.4+glitch,6,4,7,30451
misskey.traction.jp,misskey,12.119.2,22,2,2,8280
handmade.social,mastodon,4.2.1,83,36,59,3388
furs.social,mastodon,4.2.1,63,32,60,3225
social.n1l.dev,mastodon,4.2.0,5,4,4,977
m.trisweb.com,mastodon,4.2.0,2,1,2,3054
closednetwork.social,mastodon,4.1.4,35,14,31,418
oxytodon.com,mastodon,4.2.1,1,1,1,2998
smutlandia.com,mastodon,4.1.10,177,53,74,25208
toot.reformed.social,mastodon,4.1.10,3,1,3,5
swiss-talk.net,mastodon,4.2.1,741,265,396,60316
toot.thedoodleproject.net,mastodon,4.2.1,1,1,1,475
shelter.moe,mastodon,4.2.1,1564,373,673,314567
misskey.uk,misskey,13.14.2,130,null,null,2328
ph2.ains-no-misskey.com,misskey,2023.10.1,4,null,null,427
circumstances.run,mastodon,4.2.0-rc2+glitch.th,19,12,16,33800
demon.haus,mastodon,4.2.1,11,4,11,5508
social.astralsystem.com,mastodon,4.2.1,1,1,1,260
exquisite.social,mastodon,4.3.0-alpha.0+glitch,17,13,16,2319
abraham.su,mastodon,4.2.1,1,1,2,477
invasionx.cc,firefish,1.0.3,3,1,1,16
lab.nyanide.com,pleroma,2.5.5,21,16,29,20526
social.teci.world,pleroma,2.5.51-436-ge8928e22.develop+soapbox,106,11,142,27300
toot.hostdon.ne.jp,mastodon,4.2.1,1,1,1,267
mastodon.likids.info,mastodon,4.2.1,3,4,4,3079
silversword.online,mastodon,4.2.1,187,36,90,5282
m7.social,mastodon,4.2.1,1,1,1,46
calebhearth.com,mastodon,4.2.1,2,1,2,594
mstdn.yurutan.net,mastodon,4.2.1,1,1,1,24
calckey.7ka.org,firefish,1.0.4-beta31,180,146,178,7648
misskey.bktsk.com,misskey,2023.10.0,5,null,null,192
decept.org,akkoma,3.9.3-0-g9d7c877,92,24,31,13152
montereybay.social,mastodon,4.2.0,45,16,30,11906
social.shrn.co,mastodon,4.2.0,1,1,1,22
techforgood.social,mastodon,4.2.1,59,5,24,2569
mastodon.ericlathrop.com,mastodon,4.2.1,1,1,1,1309
is-a.wyvern.rip,firefish,1.0.4-beta31,6,3,4,8809
u222news.fedicity.net,mastodon,4.2.1,3,2,3,52
agora.echelon.pl,akkoma,3.10.3-200-g5c164028-develop,2,1,1,8347
freespeech.group,akkoma,3.10.4-0-gebfb617,203,5,79,35346
thegem.city,mastodon,4.2.0,34,10,16,5328
genserver.social,akkoma,3.10.3-0-gc887dd4,968,183,416,5015
social.fbxl.net,pleroma,2.4.53-2105-g75fee846.develop+soapbox,40,4,7,16043
expressional.social,mastodon,4.3.0-nightly.2023-10-10+glitch,3026,417,1434,273058
mstdn.b-shock.org,mastodon,4.2.1,42,9,11,117550
blat.at,mastodon,4.2.0,5,4,4,2337
mi.okin-jp.net,misskey,13.10.3-mio,63,null,null,2765
bsd.network,mastodon,3.5.14+iceage,1088,399,539,366951
matitodon.com,mastodon,4.2.1,375,72,123,326852
mastodon.clinicians-exchange.org,mastodon,4.1.2,40,11,16,3930
l3ib.org,mastodon,4.2.0,5,3,4,642
mastodon.partipirate.org,mastodon,4.0.6,2549,98,201,38546
fgc.network,pleroma,2.5.0,3871,381,1193,44302
hive.institute,mastodon,4.2.0,6,2,5,242
tubul.net,mastodon,4.3.0-alpha.0+glitch,1,1,1,2839
z0ne.social,foundkey,13.0.0-preview6,4,1,1,13881
mastodon.developage.de,mastodon,4.0.2,1,1,1,4
union.place,mastodon,4.2.1,5694,593,1396,221778
yuri.garden,misskey,2023.9.2-yurigarden.0,252,null,null,51868
sonomu.club,mastodon,4.2.1,117,70,96,64843
drdr.club,misskey,2023.9.3,849,null,null,96118
social.moltenaether.com,mastodon,4.1.6,8,2,6,1471
misskey.waya0125.com,misskey,2023.10.0-wayaskey-2023.8.2,40,null,null,3557
pokemon.mastportal.info,mastodon,4.2.1,1408,401,534,2766529
soc.saiyajin.space,mastodon,4.3.0-alpha.0+glitch,3,3,4,1324
mi.ablaze.one,misskey,13.12.2-nexryai-230511R5,11,null,null,2336
ableppo.net,sharkey,2023.10.2,5,null,null,1118
rairarai.hostdon.ne.jp,mastodon,4.2.1,2,1,1,24374
mastodon.africa,mastodon,4.1.3,169,68,175,9019
dubdubdub.lol,mastodon,4.2.1,1,1,1,53
rubberchicken.social,mastodon,4.1.4,8,3,5,543
troublemaker.social,mastodon,4.2.1,1,1,1,857
redwings.social,mastodon,4.2.1,1,1,1,9
thegreendragon.online,mastodon,4.2.0,34,14,26,3812
redpawcollective.co,mastodon,4.2.1,12,9,12,2496
popon.pptdn.jp,mastodon,4.2.0,12,2,3,102861
blahaj.social,mastodon,4.2.0,132,65,93,25652
mastodon.sdf.org,mastodon,4.1.10,72775,5446,5446,1632868
fairy.id,mastodon,4.3.0-alpha.0,1727,453,1662,66154
techhub.social,mastodon,4.2.1,78817,10267,26310,1152799
verified.mastodonmedia.xyz,mastodon,4.2.0,113,10,16,3195
realsocial.life,hometown,4.0.10+hometown-1.1.1,85,19,31,25961
mastodon.polente.de,mastodon,4.2.1,1,1,1,1627
deepspace.social,mastodon,4.2.1,15,7,9,5998
elekk.xyz,mastodon,4.1.4+glitch,2335,114,183,1521779
nekonote.fedicity.net,mastodon,4.2.1,1,1,1,377
myrica.cloud,misskey,13.13.2,4,null,null,73
iowadon.org,mastodon,4.1.7,13,6,8,2416
sloppy-life.net,misskey,13.13.2,5,null,null,84
whitesmokebbq.social,mastodon,4.2.1,16,7,11,2028
social.goodanser.com,mastodon,4.1.4+glitch,4,3,4,325
msk.mozc-plasma.tech,misskey,2023.9.3,11,null,null,4255
hachyderm.io,mastodon,4.2.1,50041,13552,24444,2078121
allthingstech.social,mastodon,4.2.1,265,89,302,25982
sarcasm.stream,mastodon,4.2.1,1,1,2,4664
macaw.social,mastodon,4.2.1,1063,334,551,56687
m.yufushiro.dev,mastodon,4.1.10+yufushiro,1,1,1,1624
wolfgirl.bar,pleroma,2.5.54-409-g340c8812-develop,12,11,12,37115
boymoder.biz,akkoma,3.9.3-28-g9d7c877d,18,7,18,7481
assortedflotsam.com,mastodon,4.2.1,57,11,28,277214
social.secretsealing.club,akkoma,3.10.2,1,1,1,14
binky.fish,firefish,1.0.4,40,32,38,1147
masts.lv,mastodon,4.2.0,15,5,7,707
social.cologne,mastodon,4.2.0,11935,2537,5412,426542
werd.social,mastodon,4.2.1,1,1,1,2621
swecyb.com,mastodon,4.2.0,53,26,59,1645
md02q.obh8.net,mastodon,4.2.1,2,2,2,11
troet.cafe,mastodon,4.1.9,42412,12029,22209,3296903
creative.ai,mastodon,4.0.6,16,13,13,26986
mi.kitsunebi-ya.com,misskey,2023.10.1,4,null,null,1826
procydon.net,mastodon,4.2.0,3,2,2,371
mastodon.vlaanderen,mastodon,4.2.1,1275,124,402,23180
eworld.social,mastodon,4.2.1,2,2,2,1377
snowmans.land,mastodon,4.1.5,5,2,5,4214
www.mstddntfdn.online,mastodon,4.1.8,549,14,46,12510
mast.hpc.social,mastodon,4.2.1,517,175,343,13671
sunbeam.city,mastodon,4.2.1,1893,145,154,518040
foresdon.jp,mastodon,4.2.1,259,127,188,315794
misskey.ie.u-ryukyu.ac.jp,misskey,2023.10.1,65,null,null,736
k.lapy.link,misskey,2023.9.1+klapy,2567,null,null,578390
chaosfem.tw,mastodon,4.2.0+glitch,261,174,248,139590
nzsocial.net,mastodon,4.1.5,5,1,2,19
det.social,mastodon,4.2.0,20768,5390,8445,643104
thisis.mylegendary.quest,pleroma,2.5.4,2,2,3,2497
msk.kessai-otaku.club,misskey,2023.9.3,8,null,null,1345
masto.ai,mastodon,4.2.1,72988,5871,17121,1750078
workaholic.cloud,mastodon,4.1.10,50,23,34,143825
craftgoblin.club,mastodon,4.2.1,4,4,4,716
dood.net,akkoma,3.10.3-0-gc887dd4,1,1,1,1584
wandering.shop,mastodon,4.2.1,3699,1351,2001,1591536
mstdn.ikebuku.ro,mastodon,4.2.0,35,5,21,25207
mi.mashiro.site,misskey,2023.9.3-mashiro.4,818,null,null,152155
beta.romneko.net,yoiyami,v6-beta25_based_on_12.119.2,33,10,26,68236
misskey.haku-kazamaru.club,misskey,13.13.2,4,null,null,1888
kemonodon.club,mastodon,4.1.4,2894,1071,2001,736935
nixeneko.info,pleroma,2.5.5,2,2,2,40128
metalhead.club,mastodon,4.2.1,5377,991,1703,382489
sysad.ninja,mastodon,4.1.4+glitch,12,4,6,2867
varishangout.net,pleroma,2.5.50-149-g5576f7d1-develop,2448,273,494,954581
poa.st,pleroma,2.5.54-636-g6ceceef8.develop+soapbox,30646,3867,9801,5361604
mede.family,misskey,2023.9.1,8,null,null,931
social.oevents.co.za,mastodon,4.2.1,9,3,4,8606
cybre.club,firefish,1.0.5-dev11,1417,551,1336,197072
mastodon.cardina1.red,mastodon,4.2.1,3,3,3,197050
status.pointless.one,mastodon,4.2.0,1,1,1,820
pl.nagi.fan,pleroma,2.5.5,13,4,7,555
meow.social,mastodon,4.3.0-alpha.0+glitch,12969,3741,5649,1548213
real-escape.jp,mastodon,4.2.1,31,1,2,12022
stellanaut.net,misskey,2023.10.1,74,null,null,620
gosuslugi.social,akkoma,3.8.0,36,6,21,195
m.efg-ober-ramstadt.de,mastodon,4.2.1,3,2,3,323
vrsimility.masto.host,mastodon,4.2.1,1,1,1,1813
syasai.club,mastodon,4.1.6,5,4,5,569
toot.renn.es,mastodon,4.2.1,3,2,3,134
avery.garden,akkoma,3.8.0,2,2,2,2498
awoo.fyi,pleroma,2.5.54-603-g95261979.develop+soapbox,84,22,90,4518
pont-bl.eu.org,akkoma,3.10.4-0-g0af8e93,1,1,1,213
social.arpakuut.io,akkoma,3.10.4,1,1,1,10
ak.kyaruc.moe,akkoma,3.4.0-0-gf91b89673,6,null,null,52517
tadosskey.com,misskey,13.13.2,2,null,null,937
toot.cat,mastodon,4.3.0-alpha.0+glitch,2545,475,856,508077
mk.shiro.ink,misskey,2023.9.3,131,null,null,11371
social.brainsys.com,mastodon,4.2.1,13,8,10,4113
social.freetalklive.com,mastodon,4.1.7,572,64,124,84629
muenchen.social,mastodon,4.1.9,10808,2438,4653,402753
cryptodon.lol,mastodon,4.1.6,2984,264,710,76191
fendek.net,mastodon,4.2.1,1,1,1,23
ellieayla.net,mastodon,4.2.0,1,1,1,4747
toot.pizza,mastodon,4.2.0,714,58,156,14416
sueden.social,mastodon,4.2.1,14357,3880,3923,459013
mstdn-social.com,mastodon,4.2.1,2,2,2,231
masto.dontexist.org,pleroma,2.5.54-603-g95261979.develop+soapbox,2,1,2,51
frankfurt.social,mastodon,4.2.0,214,88,135,17156
movsw.0x0.st,foundkey,13.0.0-preview6,3,1,1,25285
void.lgbt,akkoma,3.10.3-0-g43c5fd5,6,6,6,3386
mastodon.au,mastodon,4.2.0,26170,2655,7197,519653
mastodon.design,mastodon,4.2.1,944,381,648,75429
mastodon.kotet.jp,mastodon,4.2.1,4,3,3,644
glee.li,pleroma,2.5.1,12,3,6,5489
f-t.net.pl,mastodon,4.2.1,3,3,3,1881
troetmund.de,mastodon,4.2.1,6,5,5,757
misskey.secinet.jp,misskey,2023.10.1-dream1.7.5,595,null,null,313164
ser.endipito.us,mastodon,4.2.0,2,1,1,683
gayfr.social,mastodon,4.2.1,76,46,76,23272
leroma.shrieker.net,pleroma,2.4.5-10-g3a6cf093-master-pooza,9,null,null,1438
trolley.seattlebus.space,mastodon,4.2.1,2,1,1,281
routing.center,mastodon,4.2.0,8,3,4,23
stop.voring.me,firefish,1.0.4-beta31,1323,226,677,129328
dsj-toot.com,mastodon,4.1.10,6,5,6,10021
boles.xyz,mastodon,4.2.1,3,2,2,10989
misskey.haru3.me,misskey,13.13.2,3,null,null,1153
kasakoso.lol,misskey,2023.10.1,6,null,null,10149
sts.lqt.moe,pleroma,2.5.5,1,1,1,7417
gardenstate.social,mastodon,4.2.1,636,104,256,26681
mstdn.co.uk,mastodon,4.2.1,3,1,2,3997
mstdn.nijist.info,mastodon,4.1.5,67,46,75,3011
techeasy.org,mastodon,4.2.0,41,21,35,4533
intahnet.co.uk,mastodon,4.2.1,5,2,3,4052
m.einverne.info,mastodon,4.1.6,15,4,4,22356
ciberlandia.pt,mastodon,4.2.0-rc2+glitch,312,92,234,33285
mastodooooooon.xyz,mastodon,4.1.9,46,10,13,216082
sukebeneko.com,mastodon,4.2.1,1,1,1,3930
minidisc.tokyo,foundkey,13.0.0-preview5,758,64,286,50358
ezdog.org,mastodon,4.2.1,1,1,1,4538
m-i.im,mastodon,4.3.0-alpha.0,147,46,65,94570
alpaca.gold,mastodon,4.2.1,69,16,29,5824
unstable.systems,mastodon,4.2.0-rc2+glitch.th,23,16,20,13914
vmst.io,mastodon,4.3.0-alpha.0+io,2637,559,1127,199860
meganekeesu.tokyo,mastodon,4.1.6,25,10,13,191793
baka.social,mastodon,4.2.1,41,26,42,2496
canada.masto.host,mastodon,4.2.1,297,44,97,31834
mewl.me,misskey,13.14.2-mewl+0,4,null,null,185899
podlibre.social,mastodon,3.2.0,1,1,1,816
minazukey.uk,firefish,1.0.5-dev17+neko:bb341b8,261,154,245,207082
ph1.ains-no-misskey.com,misskey,2023.10.1,4,null,null,2865
misskey.luke256.dev,misskey,13.13.2,6,null,null,11712
pnw.zone,mastodon,4.2.1,1480,285,672,43208
cld1.ains-no-misskey.com,misskey,2023.10.1,3,null,null,294
kmlg.jp,misskey,2023.10.0,4,null,null,1422
denden.world,mastodon,4.2.0-rc2+glitch,117,108,125,12831
mastodon.xn--t8jzbl7g.jp,mastodon,4.2.1,1,1,1,1688
bifrost.berzerk.pl,mastodon,4.2.0,1,1,1,223
cztwitter.cz,mastodon,4.0.6,768,244,485,51697
ploen.social,mastodon,4.2.1,20,10,14,1931
social.litehell.info,mastodon,4.2.1,1,1,1,41
social.eviealways.com,mastodon,4.2.1,1,0,1,146
egirl.social,mastodon,4.2.1,1,1,1,1794
techfieldday.net,mastodon,4.2.0,45,19,26,5835
kafeneio.social,mastodon,4.2.1,347,146,183,348575
coales.co,hometown,4.0.10+hometown-1.1.1,36,9,10,17469
social.earth.li,pleroma,2.5.5,9,4,5,392
thelake.town,mastodon,4.0.2,7,3,5,7461
social.chatty.monster,mastodon,4.3.0-alpha.0+glitch,3,2,2,4224
fedi.worf.win,akkoma,3.9.3-28-g9d7c877d,7,2,7,211
toki.social,mastodon,4.2.1,643,121,230,9696
introvert.social,akkoma,3.10.2-0-gba1ed37,7,2,4,785
sironi.tk,pleroma,2.5.5,1,1,1,3722
okla.social,mastodon,4.2.1,165,36,94,4910
route.shinamikaidou42.net,mastodon,4.2.1,2,2,2,252
mstdn.toad-in-the-hole.net,mastodon,4.1.9,1,1,1,224
wpmastodon.es,mastodon,4.2.1,31,1,1,744
social.kyiv.dcomm.net.ua,mastodon,4.2.0,1161,256,537,85481
social.groene.nl,mastodon,4.1.9,15,5,7,1140
uwu.alex0.net,mastodon,4.2.0-beta2+glitch,11,4,9,939
pinky.st,misskey,2023.10.1,8,null,null,2178
i1.no,mastodon,4.2.1,34,16,23,1195
gursoy.social,mastodon,4.2.1,2,2,2,353
clacks.link,mastodon,4.2.0-mrt,30,20,24,29783
free.gaycatgirl.sex,akkoma,3.9.3-28-g9d7c877d,8,7,7,3921
mastodon.zaclys.com,mastodon,4.2.1,3912,619,980,221226
freak.university,mastodon,4.2.0+glitch+freaku,1217,456,1296,287082
progressives.social,mastodon,4.2.0,34,6,14,13766
flauschhausen.de,mastodon,4.1.9,2,1,2,3
mastodon.staycuriousandkeepsmil.in,mastodon,4.0.2,5,6,9,4708
grapheneos.social,mastodon,4.2.0,6,4,6,2262
mastodon.wladyspb.pro,mastodon,4.0.2,3,2,3,718
social.nauk.io,akkoma,3.10.4-0-g0af8e93,8,3,4,1119
5dollah.click,pleroma,2.5.5,10,8,10,24219
cupoftea.social,mastodon,4.3.0-alpha.0+glitch+COTS,5014,558,1425,117386
its.kelarima.com,akkoma,3.10.4-0-g0af8e93,1,1,1,5
ikaskey.bktsk.com,misskey,2023.9.3-ikaskey-a,3974,null,null,1587927
misskey.dog,misskey,2023.10.0,549,null,null,16990
misskey.betaful.life,misskey,2023.9.3,5,null,null,5922
trpger.us,misskey,2023.10.1,15386,null,null,3462526
synthwave.social,mastodon,4.2.1,230,63,153,7746
mastodon.pro,mastodon,4.2.0,9,3,5,587
suyasuya.love,misskey,2023.10.1,117,null,null,32228
toot.pt,pleroma,2.5.0,19,3,14,1058
mi.kyanos.one,misskey,2023.10.0,11,null,null,4236
s.o2l.ie,mastodon,4.2.0,2,1,1,725
mi.soli0222.com,misskey,2023.10.1-psr.5.5,15,null,null,32491
relayfm.social,mastodon,4.2.1,10,9,9,1023
mfmf.club,misskey,2023.9.3-kakurega.1.19.3,422,null,null,43395
atsudon.fedicity.net,mastodon,4.2.1,1,1,1,1583
toad.social,mastodon,4.2.0,3025,655,1170,414637
fursuits.online,mastodon,4.2.0,188,92,156,17971
m.ai6yr.org,mastodon,4.2.1,532,238,372,452635
misskey.io,misskey,13.14.2-io.11,399628,null,null,39014293
mastodon.localecho.net,mastodon,4.1.9,11,3,6,622
firefish.city,firefish,1.0.3,5,4,4,133
furry.engineer,mastodon,4.2.0+glitch,1193,570,892,184361
metaskey.net,misskey,2023.10.1,372,null,null,60724
corteximplant.com,mastodon,4.2.0+glitch,468,241,377,94884
shikaskey.amatusika.com,misskey,13.13.2,5,null,null,78
sandbox.skoji.jp,mastodon,4.2.1,2,1,1,35282
oekakiskey.com,misskey,2023.9.3,8536,null,null,1100653
friendsyu.me,misskey,10.103.0.3-ypf,456,20,71,34457
equel.social,mastodon,4.2.0,185,124,124,1910
msky.nekokawa.net,misskey,13.13.2,16,null,null,5112
mastodon.scot,mastodon,4.2.1,28682,4554,10537,1486674
mstdn.hyogo.jp,mastodon,4.2.0,345,15,45,43627
wake.0am.jp,foundkey,13.0.0-preview6,618,328,565,48980
torsi.ca,firefish,1.0.3,6,0,2,105
blob.cat,akkoma,3.9.3-0-gd83f5f66f-blob,1795,172,400,563817
anakmanis.com,mastodon,4.2.1,2,1,2,2003
bookstodon.net,mastodon,4.1.7,21,1,1,40
mattyaski.co,misskey,2023.10.2-beta.2,3621,null,null,401954
dizl.de,mastodon,4.2.1,2297,321,672,89775
icosahedron.website,mastodon,4.2.0,879,156,197,451140
mi.cbrx.io,misskey,2023.9.3.cs3a,1074,null,null,65023
focal.love,mastodon,4.1.4,5,3,4,709
kirishima.cloud,mastodon,4.1.4+glitch,543,123,212,2437610
toot.nsgn.eu,mastodon,4.2.0,20,2,15,7898
dhbenihana.jp,mastodon,4.0.2,2,1,2,312
shrediverse.net,firefish,1.0.3,3,2,2,22
mastodon.lanofthedead.xyz,mastodon,4.2.1,3,1,3,711
syringa.social,mastodon,4.2.0,119,41,69,15071
pleroma.in.th,pleroma,2.5.0,473,76,300,5592
epsilon.social,mastodon,4.2.1,104,27,106,4331
czech-press.eu,mastodon,4.2.1,1,1,1,657
kei.fashion,mastodon,4.2.1,19,3,10,1216
weirder.earth,hometown,3.5.14+hometown-1.0.8,1196,372,527,1036440
obsidianmoon.com,mastodon,4.3.0-alpha.0+glitch,2,1,2,2124
misskey.xianon.net,misskey,13.10.3-xs,3,null,null,6077
tokyoto.cyou,misskey,12.119.2,108,32,93,18711
mi.kochudaho.me,misskey,12.119.2-taiyme-v1.2.0,1,1,1,8238
misskey.systems,misskey,2023.10.2-beta.2,1235,null,null,721455
kitty.social,firefish,1.0.3,351,93,238,33369
urbanists.social,mastodon,4.2.1,6158,1164,2415,278415
mastodon.world,mastodon,4.2.1,178980,24214,72411,4190350
social.purrucker.de,mastodon,4.2.1,5,2,3,453
turtletoot.us,mastodon,4.2.1,3,3,3,184
darkmoon.social,mastodon,4.1.5,3,2,2,7487
tooter.social,mastodon,4.2.0,508,111,315,20086
masto.pt,mastodon,4.2.1,5139,731,1543,358753
misskey.design,misskey,2023.9.3-md.3,32191,null,null,3207422
mstdn.ca,mastodon,4.2.0+glitch,34991,5653,12555,1801982
flipboard.social,mastodon,4.2.1,2158,513,1469,59696
mastodon-belgium.be,mastodon,4.2.1,3528,687,1600,154870
mastodon.theshowshow.tv,mastodon,4.1.2,16,6,8,284
